cardno	name	class	title	expansion	kind	rarity	cost	power	hp	type	keywords	ability	illustrator	image_url	url
BP11-064	コンダクターマーメイド	ドラゴン		ブースターパック第11弾「宿命の弾丸」	フォロワー・エボルヴ	BR		5	5	海洋		"
自分の墓場に海洋・カードが5枚以上ある限り、これは【疾走】を持つ。

【進化時】手札の海洋・カード1枚を捨てる： 2枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-064
BP11-065	竜炎の設計士	ドラゴン		ブースターパック第11弾「宿命の弾丸」	フォロワー	BR	1	2	2	荒野・竜族		"
ラストワード『機動二輪車』1つを場に出す。

―――――――――――――――

『機動二輪車』ニュートラル荒野・乗物・アミュレットコスト1起動これを墓場に置く：自分の場のフォロワー1体を選ぶ。それは【突進】を持つ。それが荒野・フォロワーなら、それは攻撃力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-065
BP11-066	パンプキンドラゴン	ドラゴン		ブースターパック第11弾「宿命の弾丸」	フォロワー	BR	8	6	6	竜族		"
【守護】

ファンファーレ自分のリーダーは体力+5する。2枚引く。

起動コスト2手札のこれと元のコスト7以上のドラゴンカード1枚を捨てる：自分のリーダーは体力+5する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-066
BP11-067	オーシャンアングラー	ドラゴン		ブースターパック第11弾「宿命の弾丸」	フォロワー	BR	2	2	3	海洋		"
ファンファーレ自分のデッキの上3枚を見る。その中から、海洋・カード1枚をEXエリアに置いてよい。残りを好きな順にデッキの下に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-067
BP11-068	サンダーロア	ドラゴン		ブースターパック第11弾「宿命の弾丸」	スペル	BR	2			竜族		"
クイック

これをプレイする際、追加コストとして手札の元のコスト7以上のドラゴンカード1枚を捨ててよい。

相手の場のフォロワー1体を選ぶ。それに3ダメージ。これの追加コストを払っていたなら、代わりに4ダメージ。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-068
BP12-052	波濤のプレシオサウルス	ドラゴン		ブースターパック第12弾「黒鉄の侵略者」	フォロワー	LG	5	5	5	自然・竜族・海洋		"
進化コスト1：これは進化する。

自分のターン中、自分が手札を1枚以上捨てたとき、相手のリーダー1人か相手の場のフォロワー1体を選ぶ。それに2ダメージ。

ファンファーレ場の『ナテラの大樹』1つを消滅：1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-052
BP12-053	波濤のプレシオサウルス	ドラゴン		ブースターパック第12弾「黒鉄の侵略者」	フォロワー・エボルヴ	LG		6	6	自然・竜族・海洋		"
自分のターン中、自分が手札を1枚以上捨てたとき、相手のリーダー1人か相手の場のフォロワー1体を選ぶ。それに2ダメージ。

【進化時】手札1枚を捨てる：自分のリーダーは体力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-053
BP12-054	ドラゴンイクシード・ギルヴァ	ドラゴン		ブースターパック第12弾「黒鉄の侵略者」	フォロワー	LG	9	6	6	竜使い		"
これを自分の手札から捨てたとき、これをEXエリアに置いてよい。

【守護】

ファンファーレ場の他のフォロワーすべてと相手のリーダーすべてに6ダメージ。

起動コスト3EXエリアのこれを墓場に置く：相手の場のフォロワー1体を選ぶ。それに6ダメージ。この能力は【覚醒】状態なら使える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-054
BP12-055	金剛のパキケファロサウルス	ドラゴン		ブースターパック第12弾「黒鉄の侵略者」	フォロワー	GR	2	2	2	自然・竜族		"
進化コスト1：これは進化する。

ラストワード『ナテラの大樹』1つを場に出す。

―――――――――――――――

『ナテラの大樹』ニュートラル自然・アミュレットコスト1これが場を離れたとき、1枚引く。自分の手札1枚を捨てる。起動コスト1：これを墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-055
BP12-056	金剛のパキケファロサウルス	ドラゴン		ブースターパック第12弾「黒鉄の侵略者」	フォロワー・エボルヴ	GR		3	3	自然・竜族		"
【進化時】相手の場のフォロワー1体を選ぶ。それに2ダメージ。このターン、自分の手札を捨てていたなら、代わりに4ダメージ。

ラストワード『ナテラの大樹』1つを場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-056
BP12-057	キュアマーメイド・ジゼル	ドラゴン		ブースターパック第12弾「黒鉄の侵略者」	フォロワー	GR	1	1	1	海洋		"
【覚醒】状態であり、これが場にいる限り、自分の場の他の海洋・フォロワーすべては【突進】【指定攻撃】を持つ。

ファンファーレ自分のリーダーは体力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-057
BP12-058	ドラゴニックレイジ	ドラゴン		ブースターパック第12弾「黒鉄の侵略者」	スペル	GR	2			自然・ドラゴニュート・キラー		"
【覚醒】状態である限り、これはクイックを持つ。

相手の場のフォロワー1体を選ぶ。それに4ダメージ。『ナテラの大樹』1つを場に出す。

―――――――――――――――

『ナテラの大樹』ニュートラル自然・アミュレットコスト1これが場を離れたとき、1枚引く。自分の手札1枚を捨てる。起動コスト1：これを墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-058
BP12-059	ストライクドラグーン	ドラゴン		ブースターパック第12弾「黒鉄の侵略者」	フォロワー	SR	2	2	2	竜使い		"
進化コスト2：これは進化する。

起動これをアクト：自分の場の元のコスト2以下のドラゴンフォロワー1体を選ぶ。それは攻撃力+1/体力+1して、【疾走】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-059
BP12-060	ストライクドラグーン	ドラゴン		ブースターパック第12弾「黒鉄の侵略者」	フォロワー・エボルヴ	SR		3	3	竜使い		"
【進化時】自分の墓場の元のコスト2以下のドラゴンフォロワー1枚を選ぶ。それを場に出す。

起動これをアクト：自分の場の元のコスト2以下のドラゴンフォロワー1体を選ぶ。それは攻撃力+1/体力+1して、【疾走】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-060
BP12-061	繁茂のステゴサウルス	ドラゴン		ブースターパック第12弾「黒鉄の侵略者」	フォロワー	SR	5	5	5	自然・竜族		"
ファンファーレ手札2枚を捨てる：2枚引く。

ラストワード『ナテラの大樹』1つを場に出す。

起動これをアクト：相手の場のフォロワー1体を選ぶ。それに5ダメージ。この能力は自分の墓場の自然・カードが5枚以上なら使える。

―――――――――――――――

『ナテラの大樹』ニュートラル自然・アミュレットコスト1これが場を離れたとき、1枚引く。自分の手札1枚を捨てる。起動コスト1：これを墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-061
BP12-062	フェニックスハウル	ドラゴン		ブースターパック第12弾「黒鉄の侵略者」	スペル	SR	1			不死鳥・星神		"
下記から2つまでチョイスする。【1】相手の場のフォロワー1体を選ぶ。それに2ダメージ。【2】コストXコストX：自分のデッキから『スターフェニックス』X枚まで探し、場に出す。それは【突進】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-062
BP12-063	治癒のドラグーン	ドラゴン		ブースターパック第12弾「黒鉄の侵略者」	フォロワー	BR	1	0	1	竜使い		"
これを自分の手札から捨てたとき、これをEXエリアに置いてよい。

進化コスト2：これは進化する。

自分のエンドフェイズが来たとき、自分のリーダーは体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-063
BP12-064	治癒のドラグーン	ドラゴン		ブースターパック第12弾「黒鉄の侵略者」	フォロワー・エボルヴ	BR		1	2	竜使い		"
自分のエンドフェイズが来たとき、自分のリーダーは体力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-064
BP12-065	岩石のアンキロサウルス	ドラゴン		ブースターパック第12弾「黒鉄の侵略者」	フォロワー	BR	2	2	3	自然・竜族		"
ファンファーレ『ナテラの大樹』1つを場に出す。

ファンファーレコスト1手札1枚を捨てる：相手の場のフォロワー1体を選ぶ。それに3ダメージ。

―――――――――――――――

『ナテラの大樹』ニュートラル自然・アミュレットコスト1これが場を離れたとき、1枚引く。自分の手札1枚を捨てる。起動コスト1：これを墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-065
BP12-066	カラミティドラゴン	ドラゴン		ブースターパック第12弾「黒鉄の侵略者」	フォロワー	BR	7	5	5	竜族		"
ファンファーレ自分のデッキから元のコスト5以下のドラゴンスペルか元のコスト2以下の「ドラゴンでないスペル」1枚を探し、EXエリアに置く。このターン、それをプレイする際、コストを-5する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-066
BP12-067	竜友の少女	ドラゴン		ブースターパック第12弾「黒鉄の侵略者」	フォロワー	BR	2	2	3	竜使い		"
ファンファーレ【覚醒】状態なら、自分のデッキから元のコスト1のドラゴンフォロワー1枚を探し、手札に加える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-067
BP12-068	圧倒する猛撃	ドラゴン		ブースターパック第12弾「黒鉄の侵略者」	スペル	BR	5			竜族		"
相手の場のフォロワー1体を選ぶ。それを破壊する。自分のデッキからドラゴンフォロワー1枚を探し、手札に加える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-068
BP13-054	焦熱の竜翼・ドラーク	ドラゴン		ブースターパック第13弾「暗黒降誕」	フォロワー	LG	4	4	3	荒野・ドラゴニュート・武闘竜人		"
進化コスト4：これは進化する。

【突進】

ファンファーレこのターン、次に自分が武闘竜人・カードをプレイする際、コストを-3する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-054
BP13-055	焦熱の竜翼・ドラーク	ドラゴン		ブースターパック第13弾「暗黒降誕」	フォロワー・エボルヴ	LG		6	5	荒野・ドラゴニュート・武闘竜人		"
【指定攻撃】

【進化時】自分の墓場の元のコストX以下の武闘竜人・フォロワー1枚を選ぶ。それを場に出す。Xは「これの攻撃力」である。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-055
BP13-056	覇道の君臨者・フォルテ	ドラゴン		ブースターパック第13弾「暗黒降誕」	フォロワー	LG	10	5	9	竜使い・武闘竜人・キラー		"
これが場にいる限り、自分の場の『ドラゴン』すべては【疾走】【ドレイン】を持つ。

自分のエンドフェイズが来たとき、相手の場のフォロワー2体まで選ぶ。次のそれのプレイヤーのターン中、それは相手を攻撃できない。

起動コスト0：『ドラゴン』1体を場に出す。この能力は1ターンに1回使える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-056
BP13-057	浄火のフェニックス	ドラゴン		ブースターパック第13弾「暗黒降誕」	フォロワー	GR	2	5	5	不死鳥		"
進化コスト1：これは進化する。この能力は【覚醒】状態なら使える。

これは相手を攻撃できない。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-057
BP13-058	浄火のフェニックス	ドラゴン		ブースターパック第13弾「暗黒降誕」	フォロワー・エボルヴ	GR		6	6	不死鳥		"
自分のエンドフェイズが来たとき、相手の場のフォロワー1体を選ぶ。自分のPP最大値が10なら、それを消滅させる。自分のリーダーは体力+3する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-058
BP13-059	殺竜騎士・ロイ	ドラゴン		ブースターパック第13弾「暗黒降誕」	フォロワー	GR	3	3	3	武闘竜人・キラー		"
自分の場にアミュレットがある限り、これは【突進】を持つ。

ファンファーレ自分の場の武闘竜人・カードが3枚以上なら、自分のPP最大値を+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-059
BP13-060	爆炎の咆哮	ドラゴン		ブースターパック第13弾「暗黒降誕」	スペル	GR	2			荒野・ドラゴニュート・武闘竜人		"
これをプレイする際、コストを+3してよい。

相手の場のフォロワー1体を選ぶ。それに3ダメージ。コストを+3したなら、自分のデッキから『焦熱の竜翼・ドラーク』1枚を探し、場に出す。それは【指定攻撃】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-060
BP13-061	炎柱の竜人	ドラゴン		ブースターパック第13弾「暗黒降誕」	フォロワー	SR	4	3	3	ドラゴニュート・武闘竜人		"
進化コスト1：これは進化する。

ファンファーレ相手の場のフォロワー1体を選ぶ。【覚醒】状態なら、それに4ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-061
BP13-062	炎柱の竜人	ドラゴン		ブースターパック第13弾「暗黒降誕」	フォロワー・エボルヴ	SR		4	4	ドラゴニュート・武闘竜人		"
【進化時】自分のデッキから元のコスト3以下の武闘竜人・フォロワー1枚を探し、場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-062
BP13-063	光翼の天上竜	ドラゴン		ブースターパック第13弾「暗黒降誕」	フォロワー	SR	7	5	6	竜族		"
【守護】

ファンファーレ自分のデッキの上5枚を見る。その中から、元のコスト7以上のドラゴンカードを好きな枚数公開して手札に加えてよい。残りを好きな順にデッキの下に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-063
BP13-064	蛇竜の契り	ドラゴン		ブースターパック第13弾「暗黒降誕」	スペル	SR	1			竜族		"
これをプレイする際、追加コストとして元のコスト7以上の場のドラゴンフォロワー1体をアクトする。（追加コストを支払わなければプレイできない）

相手のリーダーすべてに2ダメージ。自分のリーダーは体力+2する。2枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-064
BP13-065	マーガライトマーメイド	ドラゴン		ブースターパック第13弾「暗黒降誕」	フォロワー	BR	2	2	2	海洋		"
進化コスト1：これは進化する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-065
BP13-066	マーガライトマーメイド	ドラゴン		ブースターパック第13弾「暗黒降誕」	フォロワー・エボルヴ	BR		3	3	海洋		"
【進化時】自分のデッキの上4枚を見る。その中から、海洋・カード1枚をEXエリアに置いてよい。残りを好きな順にデッキの下に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-066
BP13-067	大地のドラゴニュート	ドラゴン		ブースターパック第13弾「暗黒降誕」	フォロワー	BR	2	2	2	ドラゴニュート・武闘竜人		"
ファンファーレ自分のデッキの上1枚を見る。その中から、武闘竜人・カード1枚を公開して手札に加えてよい。【覚醒】状態なら、自分のリーダーは体力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-067
BP13-068	双剣の竜人	ドラゴン		ブースターパック第13弾「暗黒降誕」	フォロワー	BR	1	1	1	ドラゴニュート・竜族・武装		"
ファンファーレ手札の武装・カード1枚を捨てる：自分のデッキから武装・スペル1枚を探し、手札に加える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-068
BP13-069	コーラルシャーク	ドラゴン		ブースターパック第13弾「暗黒降誕」	フォロワー	BR	2	3	1	海洋		"
【突進】

ファンファーレこれは攻撃力+Xする。Xは「自分の場の他の海洋・フォロワーの数」である。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-069
BP13-070	竜人の羽ばたき	ドラゴン		ブースターパック第13弾「暗黒降誕」	スペル	BR	1			ドラゴニュート		"
これをプレイする際、追加コストとして場のドラゴニュート・フォロワー1体を墓場に置く。（追加コストを支払わなければプレイできない）

相手の場のフォロワー1体を選ぶ。それに4ダメージ。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-070
BP14-053	独尊龍・スーロン	ドラゴン		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	LG	3	3	3	宴楽・ドラゴニュート		"
進化コスト1：これは進化する。

ファンファーレ『波濤の暴圧』1枚をEXエリアに置く。【覚醒】状態なら、自分のリーダーは体力+2する。

―――――――――――――――

『波濤の暴圧』ドラゴン宴楽・ドラゴニュート・スペルコスト2相手の場のフォロワー1体を選ぶ。それに4ダメージ。【覚醒】状態なら、代わりに6ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-053
BP14-054	独尊龍・スーロン	ドラゴン		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー・エボルヴ	LG		4	4	宴楽・ドラゴニュート		"
【進化時】このターン、次に自分が宴楽・カードをプレイする際、コストを-2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-054
BP14-055	秘湯の山脈竜	ドラゴン		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	LG	5	5	5	宴楽・竜族		"
【突進】【指定攻撃】

【攻撃時】場の『竜山温泉』1つの神湯カウンター2個を取る：1枚引く。このターン、これは次のダメージを受けない。

ファンファーレ自分のデッキから『竜山温泉』1枚を探し、場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-055
BP14-056	氷蝕のドラゴン	ドラゴン		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	GR	7	5	5	竜族		"
進化コスト1：これは進化する。

ファンファーレ相手の場のフォロワー2体まで選ぶ。それをアクトする。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-056
BP14-057	氷蝕のドラゴン	ドラゴン		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー・エボルヴ	GR		6	6	竜族		"
【進化時】相手の場のフォロワーすべては次のそれのプレイヤーのスタートフェイズにスタンドしない。

ラストワードアクト状態の相手の場のフォロワーすべてを破壊する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-057
BP14-058	竜頭のスレイヤー	ドラゴン		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	GR	1	2	2	竜族・武闘竜人・キラー		"
ファンファーレ相手の場のフォロワー1体を選ぶ。【覚醒】状態なら、それに3ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-058
BP14-059	竜山温泉	ドラゴン		ブースターパック第14弾「夢幻の饗󠄀宴」	アミュレット	GR	3			宴楽・竜族		"
自分のエンドフェイズが来たとき、これの神湯カウンター1個を取る。これに神湯カウンターが置かれていないなら、これを墓場に置く。相手の場のフォロワーすべてに5ダメージ。

自分のターンごとに1回、自分の場に宴楽・フォロワーが出たとき、自分のリーダーは体力+1する。

ファンファーレこれに神湯カウンター10個を置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-059
BP14-060	釜焚きの竜人	ドラゴン		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	SR	2	2	2	宴楽・ドラゴニュート		"
進化コスト1：これは進化する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-060
BP14-061	釜焚きの竜人	ドラゴン		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー・エボルヴ	SR		3	3	宴楽・ドラゴニュート		"
【進化時】相手の場のフォロワー1体を選ぶ。それに2ダメージ。

起動場の『竜山温泉』1つの神湯カウンター2個を取る：1枚引く。この能力は1ターンに1回使える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-061
BP14-062	激昂のリヴァイアサン	ドラゴン		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	SR	4	5	4	竜族・海洋		"
自分のエンドフェイズが来たとき、アクト状態の相手の場のフォロワー1体を選ぶ。それに2ダメージ。【覚醒】状態なら、代わりに4ダメージ。

ファンファーレ相手の場のフォロワー1体を選ぶ。それは次のそれのプレイヤーのスタートフェイズにスタンドしない。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-062
BP14-063	竜山の鳴動	ドラゴン		ブースターパック第14弾「夢幻の饗󠄀宴」	スペル	SR	4			宴楽・竜族		"
これをプレイする際、場の『竜山温泉』1つの神湯カウンター2個を取る：コストを-2する。

相手の場のフォロワー1体を選ぶ。それを破壊する。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-063
BP14-064	ドラゴンブリーダー	ドラゴン		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	BR	1	1	1	竜使い		"
進化コスト2：これは進化する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-064
BP14-065	ドラゴンブリーダー	ドラゴン		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー・エボルヴ	BR		2	2	竜使い		"
【進化時】自分のデッキの上4枚を見る。その中から、元のコスト3以下のドラゴンフォロワー1枚をEXエリアに置いてよい。残りを好きな順にデッキの下に置く。それは攻撃力+1/体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-065
BP14-066	送迎の走竜	ドラゴン		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	BR	2	2	3	宴楽・竜族		"
ファンファーレ自分のデッキの上4枚を見る。その中から、宴楽・カード1枚を公開してデッキの上に置いてよい。残りを好きな順にデッキの下に置く。

起動場の『竜山温泉』1つの神湯カウンター2個を取る：これは攻撃力+1して、【疾走】を持つ。この能力は1ターンに1回使える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-066
BP14-067	献身の水竜	ドラゴン		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	BR	2	2	3	竜使い・海洋		"
【守護】

自分の場にドラゴントークン・フォロワーが出たとき、自分のリーダーは体力+2する。

ファンファーレコスト4：『ドラゴン』1体を場に出す。

―――――――――――――――

『ドラゴン』ドラゴン竜族・フォロワーコスト4攻撃力5/体力5
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-067
BP14-068	マーメイドソング	ドラゴン		ブースターパック第14弾「夢幻の饗󠄀宴」	スペル	BR	3			海洋		"
これをプレイする際、場の海洋・フォロワー1体をアクト：コストを-2する。

相手の場のフォロワー1体を選ぶ。それをアクトする。それは次のそれのプレイヤーのスタートフェイズにスタンドしない。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-068
BP14-069	海神の威光	ドラゴン		ブースターパック第14弾「夢幻の饗󠄀宴」	スペル	BR	1			竜使い・海洋		"
自分のデッキの上3枚を見る。その中から、海洋・カード1枚をEXエリアに置いてよい。残りを好きな順にデッキの下に置く。【覚醒】状態なら、このターン、それをプレイする際、コストを-1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-069
BP14-P31	波濤の暴圧	ドラゴン		ブースターパック第14弾「夢幻の饗󠄀宴」	スペル・トークン	プレミアム	2			宴楽・ドラゴニュート		"
相手の場のフォロワー1体を選ぶ。それに4ダメージ。【覚醒】状態なら、代わりに6ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-P31
BP15-057	烈絶の侮蔑・ガルミーユ	ドラゴン		ブースターパック「絶傑の試練」	フォロワー	LG	5	5	5	絶傑・竜族		"
自分のターン中、これが能力ダメージを受けたとき、自分のデッキの上2枚を見る。その中から、1枚をEXエリアに置いてよい。残りを墓場に置く。EXエリアに置いたカードが絶傑・カードなら、このターン、それをプレイする際、コストを-3する。

ファンファーレ『烈絶の滅牙』1枚をEXエリアに置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-057
BP15-058	ブリザードハート・フィルレイン	ドラゴン		ブースターパック「絶傑の試練」	フォロワー	LG	2	1	2	ドラゴニュート		"
進化コスト1：これは進化する。

【必殺】

ファンファーレ【覚醒】状態なら、次の相手のターン中、相手がカードをプレイする際、コストを+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-058
BP15-059	ブリザードハート・フィルレイン	ドラゴン		ブースターパック「絶傑の試練」	フォロワー・エボルヴ	LG		2	3	ドラゴニュート		"
【必殺】

【進化時】自分のデッキから「カード名に『銀氷』を含むカード」1枚を探し、手札に加える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-059
BP15-060	天威のドラグーン	ドラゴン		ブースターパック「絶傑の試練」	フォロワー	LG	1	1	1	竜使い		"
進化コスト1：これは進化する。

自分が手札1枚を捨てたとき、これをアクト：1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-060
BP15-061	天威のドラグーン	ドラゴン		ブースターパック「絶傑の試練」	フォロワー・エボルヴ	LG		2	2	竜使い		"
自分が手札1枚を捨てたとき、これをアクト：1枚引く。

【進化時】自分のデッキの上5枚を見る。その中から、元のコスト7以上のドラゴンカード1枚を公開して手札に加えてよい。残りを好きな順にデッキの下に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-061
BP15-062	パニッシュマーメイド	ドラゴン		ブースターパック「絶傑の試練」	フォロワー	GR	5	3	3	海洋		"
進化コスト1：これは進化する。

自分の場に他の海洋・フォロワーが出たとき、相手のリーダーすべてに1ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-062
BP15-063	パニッシュマーメイド	ドラゴン		ブースターパック「絶傑の試練」	フォロワー・エボルヴ	GR		4	4	海洋		"
自分の場に他の海洋・フォロワーが出たとき、相手のリーダーすべてに1ダメージ。

【進化時】自分のデッキの上5枚を見る。その中から、海洋・カード2枚までEXエリアに置いてよい。残りを好きな順にデッキの下に置く。このターン、それをプレイする際、コストを-2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-063
BP15-064	灯火の烈絶	ドラゴン		ブースターパック「絶傑の試練」	スペル	GR	1			絶傑・竜族		"
自分の場のフォロワー1体を選ぶ。それに1ダメージ。相手のリーダーすべてに1ダメージ。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-064
BP15-065	銀氷の吹雪	ドラゴン		ブースターパック「絶傑の試練」	スペル	GR	4			ドラゴニュート		"
これをプレイする際、自分の場に「カード名に『フィルレイン』を含むフォロワー」がいるなら、コストを-2する。

相手の場のフォロワーを好きな枚数選ぶ。それにXダメージを割りふる。Xは「自分のPP最大値」である。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-065
BP15-066	烈絶の崇拝者	ドラゴン		ブースターパック「絶傑の試練」	フォロワー	SR	3	3	3	絶傑・竜族		"
進化コスト1：これは進化する。

自分のターン中、これが能力ダメージを受けたとき、相手の場のフォロワー1体を選ぶ。それに3ダメージ。

ファンファーレ自分の場のフォロワー2体まで選ぶ。【覚醒】状態なら、それに1ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-066
BP15-067	烈絶の崇拝者	ドラゴン		ブースターパック「絶傑の試練」	フォロワー・エボルヴ	SR		4	4	絶傑・竜族		"
自分のターン中、これが能力ダメージを受けたとき、相手の場のフォロワー1体を選ぶ。それに3ダメージ。

【進化時】自分の場のフォロワー2体まで選ぶ。それに1ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-067
BP15-068	ウィンディドラゴニュート	ドラゴン		ブースターパック「絶傑の試練」	フォロワー	SR	2	3	1	ドラゴニュート・武闘竜人		"
【突進】

【攻撃時】自分のリーダーは体力+Xする。Xは「これの体力」である。

ファンファーレ【覚醒】状態なら、これは攻撃力+1/体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-068
BP15-069	トロピカルマーメイド	ドラゴン		ブースターパック「絶傑の試練」	フォロワー	SR	2	2	2	海洋		"
ファンファーレ自分の場の他の海洋・フォロワー1体を選ぶ。それは攻撃力+1/体力+1する。これがEXエリアからプレイされていたなら、代わりに攻撃力+2/体力+2して、【突進】【指定攻撃】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-069
BP15-070	ミニマムドラゴン	ドラゴン		ブースターパック「絶傑の試練」	フォロワー	BR	2	2	2	竜族		"
進化コスト3：これは進化する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-070
BP15-071	ミニマムドラゴン	ドラゴン		ブースターパック「絶傑の試練」	フォロワー・エボルヴ	BR		3	3	竜族		"
【進化時】場のフォロワーすべてに5ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-071
BP15-072	侮蔑の隠者	ドラゴン		ブースターパック「絶傑の試練」	フォロワー	BR	1	0	2	絶傑・竜族		"
自分のターン中、これが能力ダメージを受けたとき、自分のデッキの上1枚を見る。その中から、絶傑・カード1枚を公開して手札に加えてよい。

ファンファーレ自分の場のフォロワー1体を選ぶ。【覚醒】状態なら、それに1ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-072
BP15-073	ビギナードラグーン	ドラゴン		ブースターパック「絶傑の試練」	フォロワー	BR	2	2	3	竜使い		"
ファンファーレ『ドラゴン』1枚をEXエリアに置く。【覚醒】状態なら、このターン、それをプレイする際、コストを-2する。

―――――――――――――――

『ドラゴン』ドラゴン竜族・フォロワーコスト4攻撃力5/体力5
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-073
