cardno	name	class	title	expansion	kind	rarity	cost	power	hp	type	keywords	ability	illustrator	image_url	url
BP11-076	異形	ナイトメア		ブースターパック第11弾「宿命の弾丸」	フォロワー	SR	3	3	2	荒野・死者・魔界		"
進化コスト1：これは進化する。この能力はこれが墓場から場に出ていたなら使える。

【突進】

ラストワード『機動二輪車』1つを場に出す。自分のデッキの上2枚を墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-076
BP11-077	異形	ナイトメア		ブースターパック第11弾「宿命の弾丸」	フォロワー・エボルヴ	SR		4	3	荒野・死者・魔界		"
【疾走】

【進化時】相手の場のフォロワー1体を選ぶ。それに5ダメージ。

ラストワード『機動二輪車』1つを場に出す。自分のデッキの上2枚を墓場に置く。

―――――――――――――――

『機動二輪車』ニュートラル荒野・乗物・アミュレットコスト1起動これを墓場に置く：自分の場のフォロワー1体を選ぶ。それは【突進】を持つ。それが荒野・フォロワーなら、それは攻撃力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-077
BP11-078	金鉱のネクロマンサー	ナイトメア		ブースターパック第11弾「宿命の弾丸」	フォロワー	SR	5	4	5	荒野・死霊術師		"
ファンファーレ相手の場のフォロワー1体と自分の墓場の元のコスト3以下の荒野・フォロワー1枚を選ぶ。【ネクロチャージ_10】前者に4ダメージ。後者を場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-078
BP11-079	ヴォイドリアライズ	ナイトメア		ブースターパック第11弾「宿命の弾丸」	スペル	SR	4			荒野・死者・魔界		"
自分の墓場の元のコスト3以下の荒野・フォロワー2枚を選ぶ。【ネクロチャージ_10】それを場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-079
BP11-080	レッドキャップ	ナイトメア		ブースターパック第11弾「宿命の弾丸」	フォロワー	BR	4	5	4	魔界		"
進化コスト1：これは進化する。

ファンファーレ自分の場にアミュレットがあるなら、これは【突進】【指定攻撃】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-080
BP11-081	レッドキャップ	ナイトメア		ブースターパック第11弾「宿命の弾丸」	フォロワー・エボルヴ	BR		6	5	魔界		"
自分のエンドフェイズが来たとき、これをスタンドする。

【攻撃時】フォロワーへの攻撃なら、このターン、これはダメージを受けない。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-081
BP11-082	スカルドリーマー	ナイトメア		ブースターパック第11弾「宿命の弾丸」	フォロワー	BR	2	2	3	荒野・死者		"
これの攻撃力か体力を+したとき、これは【疾走】を持つ。

ラストワード『機動二輪車』1つを場に出す。自分のデッキの上1枚を墓場に置く。

―――――――――――――――

『機動二輪車』ニュートラル荒野・乗物・アミュレットコスト1起動これを墓場に置く：自分の場のフォロワー1体を選ぶ。それは【突進】を持つ。それが荒野・フォロワーなら、それは攻撃力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-082
BP11-083	激昂のバーサーカー	ナイトメア		ブースターパック第11弾「宿命の弾丸」	フォロワー	BR	7	6	6	魔界		"
【突進】

【攻撃時】相手の場のフォロワー1体を選ぶ。それに5ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-083
BP11-084	恨みの語り部	ナイトメア		ブースターパック第11弾「宿命の弾丸」	フォロワー	BR	2	3	2	死霊術師		"
ファンファーレ相手のリーダーすべてに1ダメージ。【真紅】状態なら、代わりに3ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-084
BP11-085	糸蜘蛛の放射	ナイトメア		ブースターパック第11弾「宿命の弾丸」	スペル	BR	2			魔界		"
相手の場のフォロワー1体を選ぶ。それをアクトする。それは次のそれのプレイヤーのスタートフェイズにスタンドしない。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-085
BP11-P30	魔導列車	ナイトメア		ブースターパック第11弾「宿命の弾丸」	アミュレット・トークン	プレミアム	5	4	5	荒野・乗物		"
起動コスト1場のフォロワーを元のコストの合計が5以上になるように好きな枚数アクト：これを操縦する。（このターン、これを攻撃力4/体力5のフォロワーにする）

【突進】

【攻撃時】アクト状態の相手の場のフォロワー1体を選ぶ。それを破壊する。自分のリーダーは体力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-P30
BP12-069	夜明けの吸血鬼・ノイン	ナイトメア		ブースターパック第12弾「黒鉄の侵略者」	フォロワー	LG	3	3	3	機械・吸血鬼		"
進化コスト1：これは進化する。

ファンファーレ『プロダクトマシーン』1体か『フォレストバット』1体を場に出す。『プロダクトマシーン』1枚か『フォレストバット』1枚をEXエリアに置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-069
BP12-070	夜明けの吸血鬼・ノイン	ナイトメア		ブースターパック第12弾「黒鉄の侵略者」	フォロワー・エボルヴ	LG		4	4	機械・吸血鬼		"
【進化時】自分の場と自分のEXエリアの元のコスト1のフォロワーすべては攻撃力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-070
BP12-071	死期を視るもの・グレモリー	ナイトメア		ブースターパック第12弾「黒鉄の侵略者」	フォロワー	LG	2	2	3	魔界		"
【守護】

ファンファーレ自分のデッキの上2枚を墓場に置く。

起動コスト1：自分の墓場のこれを場に出す。これは「ラストワードこれは消滅する」を持つ。この能力は自分の墓場が10枚以上あり、自分の場に『死期を視るもの・グレモリー』がいないなら使える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-071
BP12-072	モーターグレイブディガー	ナイトメア		ブースターパック第12弾「黒鉄の侵略者」	フォロワー	GR	2	0	1	機械・死霊術師		"
進化コスト1：これは進化する。

【必殺】

ファンファーレこれが能力によって場に出ていたなら、これは進化する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-072
BP12-073	モーターグレイブディガー	ナイトメア		ブースターパック第12弾「黒鉄の侵略者」	フォロワー・エボルヴ	GR		1	2	機械・死霊術師		"
【必殺】

【進化時】『プロダクトマシーン』1体を場に出す。自分のデッキの上1枚を墓場に置く。

―――――――――――――――

『プロダクトマシーン』ニュートラル機械・フォロワーコスト1攻撃力1/体力1起動これをアクト場の機械・フォロワー3体を墓場に置く：相手の場のフォロワー1体を選ぶ。それに5ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-073
BP12-074	魔眼の蛇神・メドゥーサ	ナイトメア		ブースターパック第12弾「黒鉄の侵略者」	フォロワー	GR	3	3	2	魔界・ゴルゴーン		"
ファンファーレ『メドゥシアナ』1枚をEXエリアに置く。

起動これをアクト場かEXエリアの魔界・トークン1枚を墓場に置く：相手の場のフォロワー1体を選ぶ。それを破壊する。

―――――――――――――――

『メドゥシアナ』ナイトメア魔界・ゴルゴーン・フォロワーコスト3攻撃力1/体力5【突進】【指定攻撃】【必殺】ファンファーレ自分のリーダーは体力+Xする。Xは「自分の場の魔界・フォロワーの数」である。ラストワード相手プレイヤーすべては、自身の場のフォロワー1体を墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-074
BP12-075	絆の共振	ナイトメア		ブースターパック第12弾「黒鉄の侵略者」	スペル	GR	5			機械・死霊術師・魔界		"
自分の墓場の機械・フォロワーを元のコストの合計が5以下になるように2枚まで選ぶ。それを場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-075
BP12-076	幼き人狼・リベルテ	ナイトメア		ブースターパック第12弾「黒鉄の侵略者」	フォロワー	SR	1	1	1	獣		"
進化コスト1：これは進化する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-076
BP12-077	幼き人狼・リベルテ	ナイトメア		ブースターパック第12弾「黒鉄の侵略者」	フォロワー・エボルヴ	SR		2	2	獣		"
【進化時】【真紅】状態なら、自分のリーダーは体力+2する。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-077
BP12-078	業火の魔犬	ナイトメア		ブースターパック第12弾「黒鉄の侵略者」	フォロワー	SR	4	4	4	魔界・獣		"
ファンファーレ墓場のカード6枚を消滅：相手の場のフォロワーを好きな枚数選ぶ。それに6ダメージを割りふる。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-078
BP12-079	紅のワルツ	ナイトメア		ブースターパック第12弾「黒鉄の侵略者」	スペル	SR	1			機械・魔界・吸血鬼		"
下記から1つチョイスする。【1】相手のリーダーすべてに2ダメージ。自分のリーダーに1ダメージ。【2】『プロダクトマシーン』1体を場に出す。『プロダクトマシーン』1枚をEXエリアに置く。自分の場に『真紅の抗戦者・モノ』がいるなら、EXエリアに置く代わりに場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-079
BP12-080	ブラッドベルセルク	ナイトメア		ブースターパック第12弾「黒鉄の侵略者」	フォロワー	BR	6	5	4	魔界		"
進化コスト2：これは進化する。

【疾走】

ファンファーレこれは攻撃力+X/体力+Xする。Xは「自分の墓場の『ブラッドベルセルク』の枚数」である。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-080
BP12-081	ブラッドベルセルク	ナイトメア		ブースターパック第12弾「黒鉄の侵略者」	フォロワー・エボルヴ	BR		6	5	魔界		"
【疾走】

【進化時】相手の場のフォロワー1体を選ぶ。それを破壊する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-081
BP12-082	マンマル1号	ナイトメア		ブースターパック第12弾「黒鉄の侵略者」	フォロワー	BR	1	1	3	機械・魔界		"
【守護】

自分の場に『紫紺の抵抗者・エンネア』がいる限り、これが受ける2以上のダメージを1にする。

起動コスト1：自分の墓場のこれを場に出す。これは攻撃力+1して、「ラストワードこれは消滅する」を持つ。この能力は自分の場に『紫紺の抵抗者・エンネア』がいるなら使える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-082
BP12-083	機械鋸の死運び	ナイトメア		ブースターパック第12弾「黒鉄の侵略者」	フォロワー	BR	3	1	1	機械・死者		"
ラストワード相手の場のフォロワー1体を選ぶ。それを破壊する。

起動コスト1これを墓場に置く：自分のデッキの上2枚を墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-083
BP12-084	グール	ナイトメア		ブースターパック第12弾「黒鉄の侵略者」	フォロワー	BR	2	2	3	死者		"
ファンファーレ場の他の死者・フォロワー1体を墓場に置く：2枚引く。自分の手札1枚を捨てる。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-084
BP12-085	ヴェノムバイト	ナイトメア		ブースターパック第12弾「黒鉄の侵略者」	スペル	BR	3			魔界・ゴルゴーン		"
クイック

相手の場のフォロワー1体を選ぶ。それに5ダメージ。『毒蛇』1体を場に出す。『毒蛇』1枚をEXエリアに置く。

―――――――――――――――

『毒蛇』ナイトメア魔界・フォロワーコスト1攻撃力0/体力1【必殺】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-085
BP12-P28	メドゥシアナ	ナイトメア		ブースターパック第12弾「黒鉄の侵略者」	フォロワー・トークン	プレミアム	3	1	5	魔界・ゴルゴーン		"
【突進】【指定攻撃】【必殺】

ファンファーレ自分のリーダーは体力+Xする。Xは「自分の場の魔界・フォロワーの数」である。

ラストワード相手プレイヤーすべては、自身の場のフォロワー1体を墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-P28
BP13-071	永劫の吸血鬼・アルザード	ナイトメア		ブースターパック第13弾「暗黒降誕」	フォロワー	LG	2	2	2	荒野・吸血鬼		"
これに休眠カウンターが置かれている限り、これはEXエリアからプレイできない。

進化コスト1：これは進化する。

自分のメインフェイズが来たとき、EXエリアのこれの休眠カウンター1個を取る：これに休眠カウンターが置かれていないなら、これを場に出す。

ラストワードこれをEXエリアに置く。EXエリアのこれに休眠カウンター2個を置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-071
BP13-072	永劫の吸血鬼・アルザード	ナイトメア		ブースターパック第13弾「暗黒降誕」	フォロワー・エボルヴ	LG		3	3	荒野・吸血鬼		"
ラストワードこれと『紅の牙』1枚をEXエリアに置く。EXエリアのこれに休眠カウンター2個を置く。

―――――――――――――――

『紅の牙』ナイトメア荒野・吸血鬼・スペルコスト1自分のリーダーに1ダメージ。相手の場のフォロワーすべてに1ダメージ。自分の場の『永劫の吸血鬼・アルザード』すべては攻撃力+1して、【ドレイン】を持つ。自分のエボルヴデッキの表向きの『永劫の吸血鬼・アルザード』が3枚なら、さらに攻撃力+3/体力+3する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-072
BP13-073	クリムゾンウォー・ラウラ	ナイトメア		ブースターパック第13弾「暗黒降誕」	フォロワー	LG	2	3	2	魔界・キラー		"
自分のターン中、自分のリーダーの体力が減少したとき、下記から1つチョイスする。このターン、この能力でチョイスした選択肢はチョイスできない。【1】相手の場のフォロワー1体を選ぶ。それに「このターン中に自分のリーダーの体力が減少した回数」と同じダメージ。【2】これは攻撃力+1/体力+1する。【3】これは【疾走】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-073
BP13-074	常闇の花嫁・セレス	ナイトメア		ブースターパック第13弾「暗黒降誕」	フォロワー	GR	3	1	4	死者・キラー		"
進化コスト1：これは進化する。

【必殺】

ラストワード相手の場のフォロワー1体を選ぶ。それに3ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-074
BP13-075	常闇の花嫁・セレス	ナイトメア		ブースターパック第13弾「暗黒降誕」	フォロワー・エボルヴ	GR		2	5	死者・キラー		"
【必殺】

【進化時】『インモラルディザイア』1枚をEXエリアに置く。

ラストワード相手の場のフォロワー1体を選ぶ。それに3ダメージ。

―――――――――――――――

『インモラルディザイア』ナイトメア死者・キラー・スペルコスト1これをプレイする際、追加コストとして場のフォロワー2体を墓場に置く。相手のリーダーすべてに2ダメージ。自分のリーダーは体力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-075
BP13-076	一刀の幽鬼・カゲロウ	ナイトメア		ブースターパック第13弾「暗黒降誕」	フォロワー	GR	2	2	2	荒野・死者		"
【ネクロチャージ_10】これは【突進】【必殺】を持つ。

ファンファーレ下記から1つチョイスする。【1】自分の墓場の『魂の一刀』1枚を選ぶ。それをEXエリアに置く。【NC_20】このターン、それをプレイする際、コストを-2する。【2】自分のデッキの上2枚を墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-076
BP13-077	人外魔境・クリストフ	ナイトメア		ブースターパック第13弾「暗黒降誕」	フォロワー	GR	4	4	4	死者・キラー		"
ファンファーレ自分の墓場の「これと同名を除く元のコスト5以下のナイトメアフォロワー」1枚を選ぶ。【ネクロチャージ_10】それを場に出す。それは【守護】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-077
BP13-078	衝動の人狼・リベルテ	ナイトメア		ブースターパック第13弾「暗黒降誕」	フォロワー	SR	2	2	2	獣・キラー		"
進化コスト2：これは進化する。

ファンファーレ場の他のフォロワー1体を墓場に置く：このターン、これの進化コストを-1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-078
BP13-079	衝動の人狼・リベルテ	ナイトメア		ブースターパック第13弾「暗黒降誕」	フォロワー・エボルヴ	SR		3	3	獣・キラー		"
【進化時】相手の場のフォロワー1体を選ぶ。それに3ダメージ。このターン、自分のフォロワーが場から墓場に置かれていたなら、代わりに4ダメージ。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-079
BP13-080	シルヴァリーブレイダー	ナイトメア		ブースターパック第13弾「暗黒降誕」	フォロワー	SR	2	2	2	死者・キラー		"
【疾走】

ファンファーレ自分の場にエボルヴフォロワーがいるなら、これは攻撃力+1/体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-080
BP13-081	魂の一刀	ナイトメア		ブースターパック第13弾「暗黒降誕」	スペル	SR	2			荒野・死者		"
相手の場のフォロワー1体を選ぶ。それに4ダメージ。【ネクロチャージ_20】それのリーダーに4ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-081
BP13-082	鎖杖のネクロマンサー	ナイトメア		ブースターパック第13弾「暗黒降誕」	フォロワー	BR	3	3	3	死霊術師		"
進化コスト1：これは進化する。

ファンファーレ自分のデッキの上1枚を墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-082
BP13-083	鎖杖のネクロマンサー	ナイトメア		ブースターパック第13弾「暗黒降誕」	フォロワー・エボルヴ	BR		4	4	死霊術師		"
【進化時】自分の墓場の元のコスト3以下の死者・フォロワー1枚を選ぶ。それを場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-083
BP13-084	ノーブルファントム	ナイトメア		ブースターパック第13弾「暗黒降誕」	フォロワー	BR	1	2	2	死者		"
ファンファーレ自分のEXエリアに「カード名に『ゴースト』を含むフォロワー」があるなら、1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-084
BP13-085	スマッシュミイラ	ナイトメア		ブースターパック第13弾「暗黒降誕」	フォロワー	BR	6	4	4	死者		"
ファンファーレラストワード相手の場のフォロワー1体を選ぶ。それに4ダメージ。それのリーダーに1ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-085
BP13-086	ゴーストヴァニッシュ	ナイトメア		ブースターパック第13弾「暗黒降誕」	スペル	BR	1			死者		"
『ゴースト』2枚をEXエリアに置く。このターン、それをプレイする際、コストを-1する。

―――――――――――――――

『ゴースト』ナイトメア死者・フォロワーコスト1攻撃力1/体力1【疾走】自分のエンドフェイズが来たとき、これは消滅する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-086
BP13-087	鮮血の首飾り	ナイトメア		ブースターパック第13弾「暗黒降誕」	アミュレット	BR	1			吸血鬼		"
起動これをアクト墓場に置く：自分のリーダーに1ダメージ。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-087
BP13-P31	紅の牙	ナイトメア		ブースターパック第13弾「暗黒降誕」	スペル・トークン	プレミアム	1			荒野・吸血鬼		"
自分のリーダーに1ダメージ。相手の場のフォロワーすべてに1ダメージ。自分の場の『永劫の吸血鬼・アルザード』すべては攻撃力+1して、【ドレイン】を持つ。自分のエボルヴデッキの表向きの『永劫の吸血鬼・アルザード』が3枚なら、さらに攻撃力+3/体力+3する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-P31
BP13-P32	インモラルディザイア	ナイトメア		ブースターパック第13弾「暗黒降誕」	スペル・トークン	プレミアム	1			死者・キラー		"
これをプレイする際、追加コストとして場のフォロワー2体を墓場に置く。（追加コストを支払わなければプレイできない）

相手のリーダーすべてに2ダメージ。自分のリーダーは体力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-P32
BP14-070	憧れの飛躍・イツルギ	ナイトメア		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	LG	2	3	2	宴楽・魔界・獣		"
アドバンス起動コスト4これを消滅：自分のエボルヴデッキの『楽園の終焉・イツルギ』1枚を場に出してよい。この能力は自分の墓場の宴楽・カードが5枚以上か自分の墓場のナイトメアカードが10枚以上なら使える。

ファンファーレ『幼狼奮闘』1枚をEXエリアに置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-070
BP14-071	楽園の終焉・イツルギ	ナイトメア		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー・アドバンス	LG	4	6	5	宴楽・魔界・獣		"
自分のターン中、相手のフォロワーが場から墓場に置かれたとき、それのリーダーに1ダメージ。自分のリーダーは体力+1する。

ファンファーレ相手の場のフォロワー3体まで選ぶ。その中の1体に5ダメージ。残りの2体に2ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-071
BP14-072	デモンズグリード・パラセリゼ	ナイトメア		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	LG	3	3	3	宴楽・魔界		"
進化コスト1：これは進化する。この能力は自分の手札が0枚なら使える。

ファンファーレ自分のデッキの上1枚をEXエリアに置く。自分の手札1枚を捨てる。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-072
BP14-073	デモンズグリード・パラセリゼ	ナイトメア		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー・エボルヴ	LG		4	4	宴楽・魔界		"
【進化時】相手の場のフォロワー1体を選ぶ。それに5ダメージ。それのリーダーに2ダメージ。自分のリーダーは体力+2する。自分のデッキの上1枚をEXエリアに置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-073
BP14-074	因果の迷い子・アンサージュ	ナイトメア		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	GR	2	2	2	宴楽・死者		"
これを自分の手札から捨てたときかこれが自分の手札から消滅したとき、これをEXエリアに置いてよい。

進化コスト1：これは進化する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-074
BP14-075	因果の迷い子・アンサージュ	ナイトメア		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー・エボルヴ	GR		3	3	宴楽・死者		"
【進化時】自分のデッキの上4枚を見る。その中から、宴楽・カード1枚をEXエリアに置いてよい。残りを好きな順にデッキの下に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-075
BP14-076	寒冷の死霊術師	ナイトメア		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	GR	6	5	5	死霊術師		"
ラストワードこれは消滅する。

起動これをアクト：自分の墓場の元のコスト8以下のフォロワー1枚を選ぶ。それを場に出す。それの攻撃力と体力を1にする。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-076
BP14-077	底無しの契約	ナイトメア		ブースターパック第14弾「夢幻の饗󠄀宴」	スペル	GR	1			宴楽・魔界		"
起動コスト1墓場のこれを消滅：自分の墓場や自分の消滅領域の『デモンズグリード・パラセリゼ』3枚まで選ぶ。それをデッキに戻し、シャッフルする。自分のエボルヴデッキの表向きの『デモンズグリード・パラセリゼ』を好きな枚数裏向きにする。

----------

下記を2回くり返す。自分のデッキの上1枚をEXエリアに置く。自分の手札1枚を消滅させる。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-077
BP14-078	棘の吸血鬼	ナイトメア		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	SR	1	1	1	吸血鬼		"
進化コスト1：これは進化する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-078
BP14-079	棘の吸血鬼	ナイトメア		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー・エボルヴ	SR		2	2	吸血鬼		"
【進化時】自分のデッキの上1枚をEXエリアに置く。自分の手札1枚を捨てる。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-079
BP14-080	ルームサービスデビル	ナイトメア		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	SR	4	4	4	宴楽・魔界		"
ファンファーレ相手の場のフォロワー1体を選ぶ。それに3ダメージ。自分の手札が2枚以下なら、自分のPPを2回復する。自分の手札が0枚なら、それのリーダーに2ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-080
BP14-081	惑わぬ意志	ナイトメア		ブースターパック第14弾「夢幻の饗󠄀宴」	スペル	SR	2			宴楽・死者		"
これを自分の手札から捨てたときかこれが自分の手札から消滅したとき、自分の場のナイトメアフォロワー1体を選ぶ。それは【必殺】を持つ。

----------

自分の墓場の元のコスト2以下の宴楽・フォロワー1枚を選ぶ。それを場に出す。それが『因果の迷い子・アンサージュ』なら、それは攻撃力+1して、【疾走】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-081
BP14-082	銀釘の射手	ナイトメア		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	BR	2	3	2	吸血鬼・キラー		"
進化コスト5：これは進化する。

ファンファーレ相手の場のフォロワー1体を選ぶ。それに2ダメージ。自分の手札1枚を捨てる。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-082
BP14-083	銀釘の射手	ナイトメア		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー・エボルヴ	BR		5	4	吸血鬼・キラー		"
【進化時】相手の場のフォロワー1体を選ぶ。それとそれのリーダーに4ダメージ。自分の手札1枚を捨てる。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-083
BP14-084	パルクールウルフ	ナイトメア		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	BR	4	4	4	魔界・獣		"
これは能力ダメージを受けない。

【攻撃時】相手のリーダーすべてに2ダメージ。自分のリーダーは体力+2する。

起動コスト2：これは【疾走】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-084
BP14-085	ドアマンバット	ナイトメア		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	BR	1	2	2	宴楽・魔界・獣		"
ファンファーレ自分の手札が2枚以下なら、これは攻撃力+1する。自分の手札が0枚なら、これは【疾走】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-085
BP14-086	忍び寄る残酷	ナイトメア		ブースターパック第14弾「夢幻の饗󠄀宴」	スペル	BR	2			魔界		"
クイック

相手の場のフォロワー1体を選ぶ。それに5ダメージ。自分のリーダーに3ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-086
BP14-087	月下の跳躍	ナイトメア		ブースターパック第14弾「夢幻の饗󠄀宴」	スペル	BR	1			魔界・獣		"
自分の場のナイトメアフォロワー1体を選ぶ。それは攻撃力+1する。自分の手札が0枚なら、それは【疾走】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-087
BP14-P32	幼狼奮闘	ナイトメア		ブースターパック第14弾「夢幻の饗󠄀宴」	スペル・トークン	プレミアム	0			宴楽・魔界・獣		"
相手の場のフォロワー1体を選ぶ。それに1ダメージ。自分の手札1枚を捨ててよい。そうしたなら、自分のデッキの上1枚を墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-P32
BP15-076	愛絶の欲望・ヴァーナレク	ナイトメア		ブースターパック「絶傑の試練」	フォロワー	LG	2	2	2	絶傑・魔界		"
進化コスト1：これは進化する。

【真紅】状態である限り、これは【疾走】を持つ。

ファンファーレ自分のリーダーの体力が7なら、これは攻撃力+2/体力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-076
BP15-077	愛絶の欲望・ヴァーナレク	ナイトメア		ブースターパック「絶傑の試練」	フォロワー・エボルヴ	LG		3	3	絶傑・魔界		"
【真紅】状態である限り、これは【疾走】を持つ。

【進化時】下記から1つチョイスする。【1】『愛絶の飛翔』1枚をEXエリアに置く。【2】1枚引く。

―――――――――――――――

『愛絶の飛翔』ナイトメア絶傑・魔界・スペルコスト1自分の場のフォロワー1体を選ぶ。それは「【攻撃時】相手の場のフォロワーすべてに「このターン中に自分のリーダーの体力が減少した回数」と同じダメージ」を持つ。自分のリーダーに1ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-077
BP15-078	絶叫の沈黙・ルルナイ	ナイトメア		ブースターパック「絶傑の試練」	フォロワー	LG	2	2	1	絶傑・死霊術師		"
【突進】【指定攻撃】

ファンファーレ相手の場のフォロワー1体を選ぶ。自分の場の『絶叫の残響・ルルナイ』が3体以上なら、それを破壊する。それのリーダーに3ダメージ。

ラストワード『絶叫の拡散』1枚をEXエリアに置く。自分のデッキの上1枚を墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-078
BP15-079	テラーバンケット・ギンセツ	ナイトメア		ブースターパック「絶傑の試練」	フォロワー	LG	4	3	5	挑戦者・妖怪		"
自分の他の妖怪・フォロワーが場を離れたとき、相手の場のフォロワー1体を選ぶ。それとそれのリーダーに1ダメージ。

ファンファーレ『一ツ尾狐』2体を場に出す。

ファンファーレコスト2：『一ツ尾狐』1体を場に出す。自分の場の他の妖怪・フォロワーすべては攻撃力+1する。

―――――――――――――――

『一ツ尾狐』ナイトメア妖怪・フォロワーコスト2攻撃力1/体力3【突進】【守護】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-079
