cardno	name	class	title	expansion	kind	rarity	cost	power	hp	type	keywords	ability	illustrator	image_url	url
BP11-042	アーティストメイジ	ウィッチ		ブースターパック第11弾「宿命の弾丸」	フォロワー	SR	3	1	4	魔法使い		"
進化コスト2：これは進化する。

【突進】【必殺】【ドレイン】

起動【土の秘術】：自分の場の他のフォロワー1体を選ぶ。それは【突進】か【必殺】か【ドレイン】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-042
BP11-043	アーティストメイジ	ウィッチ		ブースターパック第11弾「宿命の弾丸」	フォロワー・エボルヴ	SR		3	6	魔法使い		"
【必殺】【ドレイン】

【進化時】相手の場のフォロワー1体を選ぶ。それをEXエリアに置く。

起動【土の秘術】：自分の場の他のフォロワー1体を選ぶ。それは【突進】か【必殺】か【ドレイン】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-043
BP11-044	マーシャルゴーレム	ウィッチ		ブースターパック第11弾「宿命の弾丸」	フォロワー	SR	9	5	7	荒野・ゴーレム・魔法生物		"
これを自分の手札から捨てたとき、『魔導装甲車』1枚をEXエリアに置く。

ファンファーレ自分の墓場の元のコスト6以下の荒野・フォロワー1枚を選ぶ。それを場に出す。『魔導装甲車』1つを場に出す。

―――――――――――――――

『魔導装甲車』ニュートラル荒野・乗物・アミュレットコスト1起動これを墓場に置く：自分の場のフォロワー1体を選ぶ。それは【守護】を持つ。それが荒野・フォロワーなら、それは体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-044
BP11-045	ラピッドファイア	ウィッチ		ブースターパック第11弾「宿命の弾丸」	スペル	SR	1			荒野・魔法使い		"
クイック

相手の場のフォロワー1体を選ぶ。それに2ダメージ。自分の墓場の『ラピッドファイア』が3枚以上なら、代わりに3ダメージ。自分の墓場の『ラピッドファイア』が5枚以上なら、それのリーダーに4ダメージ。

----------

『ラピッドファイア』は自分のデッキに6枚まで入れることができる。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-045
BP11-046	水晶の魔剣士	ウィッチ		ブースターパック第11弾「宿命の弾丸」	フォロワー	BR	3	3	3	魔法使い		"
進化コスト1：これは進化する。

ファンファーレ1枚引く。自分の手札1枚を捨てる。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-046
BP11-047	水晶の魔剣士	ウィッチ		ブースターパック第11弾「宿命の弾丸」	フォロワー・エボルヴ	BR		4	4	魔法使い		"
【進化時】自分の手札のウィッチスペル1枚をEXエリアに置いてよい。このターン、それをプレイする際、コストを-3する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-047
BP11-048	レヴィールの保安官補	ウィッチ		ブースターパック第11弾「宿命の弾丸」	フォロワー	BR	2	1	2	荒野・魔法使い		"
自分のターンごとに1回、自分の場に乗物・カードが出たとき、1枚引く。自分の手札1枚を捨てる。

ファンファーレ『従順な駿馬』1つを場に出す。

―――――――――――――――

『従順な駿馬』ニュートラル荒野・乗物・獣・アミュレットコスト1起動これを墓場に置く：自分の場のフォロワー1体を選ぶ。それが荒野・フォロワーなら、それは攻撃力+1/体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-048
BP11-049	ミラーウィッチ	ウィッチ		ブースターパック第11弾「宿命の弾丸」	フォロワー	BR	3	2	3	魔法使い		"
【疾走】

相手のターン中、これがダメージを受けたとき、相手のリーダーすべてに2ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-049
BP11-050	大地の活用	ウィッチ		ブースターパック第11弾「宿命の弾丸」	スペル	BR	2			錬金術師		"
クイック

『大地の魔片』1つを場に出す。自分の場の【スタック】を+2する。

―――――――――――――――

『大地の魔片』ウィッチ土の印・アミュレットコスト1【スタック】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-050
BP11-051	ブレイズブラスト	ウィッチ		ブースターパック第11弾「宿命の弾丸」	スペル	BR	3			魔法使い		"
クイック

相手の場のフォロワー1体を選ぶ。それに5ダメージ。自分の場の魔法使い・フォロワーが2体以上なら、それのリーダーに2ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-051
BP12-035	天地の侵略者・ベルフォメット	ウィッチ		ブースターパック第12弾「黒鉄の侵略者」	フォロワー	LG	6	5	5	機械・超克		"
進化コスト1：これは進化する。

ファンファーレ『遮断の触手』1体を場に出す。

起動コスト3EXエリアの機械・トークン2枚を消滅し、手札のこれをEXエリアに置く：『遮断の触手』1体か『蹂躙の触手』1体を場に出す。

―――――――――――――――

『遮断の触手』ウィッチ機械・超克・フォロワーコスト3攻撃力2/体力4【守護】ラストワード自分のリーダーは体力+4する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-035
BP12-036	天地の侵略者・ベルフォメット	ウィッチ		ブースターパック第12弾「黒鉄の侵略者」	フォロワー・エボルヴ	LG		6	6	機械・超克		"
【進化時】手札の機械・カード1枚を捨てる：『蹂躙の触手』1体を場に出す。

起動コスト2EXエリアの機械・トークン1枚を消滅：『蹂躙の触手』1体を場に出す。

―――――――――――――――

『蹂躙の触手』ウィッチ機械・超克・フォロワーコスト3攻撃力4/体力2【疾走】ラストワード相手の場のフォロワー1体を選ぶ。それに4ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-036
BP12-037	インフィニットウィッチ・ドロシー	ウィッチ		ブースターパック第12弾「黒鉄の侵略者」	フォロワー	LG	3	3	3	魔法使い		"
ファンファーレ自分のデッキの上3枚を見る。その中から、魔法使い・フォロワーと魔法使い・スペルそれぞれ1枚まで公開して手札に加えてよい。残りを好きな順にデッキの下に置く。

起動これをアクト：自分の手札のウィッチスペル1枚をEXエリアに置いてよい。このターン、それをプレイする際、コストを-3する。この能力は自分の墓場の魔法使い・フォロワーが5枚以上なら使える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-037
BP12-038	鋼鉄の魔獣・レガロア	ウィッチ		ブースターパック第12弾「黒鉄の侵略者」	フォロワー	GR	14	6	6	機械・魔法生物・禁忌		"
これをプレイする際、コストを-Xする。Xは「自分の墓場にあるカードの元のコストの種類数」である。

進化コスト1：これは進化する。

【守護】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-038
BP12-039	鋼鉄の魔獣・レガロア	ウィッチ		ブースターパック第12弾「黒鉄の侵略者」	フォロワー・エボルヴ	GR		7	7	機械・魔法生物・禁忌		"
【守護】

【進化時】相手の場のフォロワー1体を選ぶ。それを手札に戻す。『プロダクトマシーン』1体を場に出す。それは攻撃力+X/体力+Xする。Xは「選んだフォロワーの元のコスト」である。（手札に戻ったトークンはゲームから取り除く）
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-039
BP12-040	プリンセスウィッチ・メルヴィ	ウィッチ		ブースターパック第12弾「黒鉄の侵略者」	フォロワー	GR	1	1	1	魔法使い		"
【突進】

ファンファーレ自分の墓場の魔法使い・フォロワーが5枚以上なら、これは攻撃力+4する。

ファンファーレ【スペルチェイン_5】これは体力+4する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-040
BP12-041	結束の魔術	ウィッチ		ブースターパック第12弾「黒鉄の侵略者」	スペル	GR	3			機械・魔法使い・ゴーレム		"
自分の墓場の機械・カードが5枚以上なら、自分のデッキから元のコスト3以下の機械・フォロワー1枚と元のコスト1のウィッチスペル1枚を探し、前者を場に出す。後者をEXエリアに置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-041
BP12-042	カオスウィザード	ウィッチ		ブースターパック第12弾「黒鉄の侵略者」	フォロワー	SR	2	1	2	魔法使い・禁忌		"
進化コスト1：これは進化する。

ファンファーレ【スペルチェイン_5】自分のPPを2回復する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-042
BP12-043	カオスウィザード	ウィッチ		ブースターパック第12弾「黒鉄の侵略者」	フォロワー・エボルヴ	SR		2	3	魔法使い・禁忌		"
【進化時】相手の場のフォロワー1体を選ぶ。それに2ダメージ。自分の墓場の魔法使い・フォロワーが5枚以上なら、1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-043
BP12-044	運命への反逆	ウィッチ		ブースターパック第12弾「黒鉄の侵略者」	スペル	SR	7			機械・超克		"
これを消滅する。各プレイヤーは、自身の手札すべてと自身の墓場すべてをデッキに戻し、シャッフルし、5枚引く。このターン、次に自分がカードをプレイする際、コストを-7する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-044
BP12-045	魔道具専門店	ウィッチ		ブースターパック第12弾「黒鉄の侵略者」	アミュレット	SR	7			魔法使い・錬金術師		"
自分がウィッチスペルをプレイしたとき、相手のリーダー1人か相手の場のフォロワー1体を選ぶ。それに2ダメージ。

ファンファーレ自分の墓場にフォロワーがないなら、自分のPPを6回復する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-045
BP12-046	豪腕のゴーレム	ウィッチ		ブースターパック第12弾「黒鉄の侵略者」	フォロワー	BR	2	3	2	ゴーレム		"
進化コスト5：これは進化する。

ファンファーレ『大地の魔片』1つを場に出す。

起動【土の秘術】：自分の場の他のゴーレム・フォロワー1体を選ぶ。それは攻撃力+1/体力+1する。この能力は1ターンに1回使える。

―――――――――――――――

『大地の魔片』ウィッチ土の印・アミュレットコスト1【スタック】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-046
BP12-047	豪腕のゴーレム	ウィッチ		ブースターパック第12弾「黒鉄の侵略者」	フォロワー・エボルヴ	BR		6	5	ゴーレム		"
【進化時】『防御型ゴーレム』1体と『攻撃型ゴーレム』1体を場に出す。

起動【土の秘術】：自分の場の他のゴーレム・フォロワー1体を選ぶ。それは攻撃力+2/体力+2する。この能力は1ターンに1回使える。

―――――――――――――――

『防御型ゴーレム』ウィッチゴーレム・フォロワーコスト2攻撃力2/体力3【守護】

『攻撃型ゴーレム』ウィッチゴーレム・フォロワーコスト2攻撃力3/体力2【突進】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-047
BP12-048	マシンフォーチュンテラー	ウィッチ		ブースターパック第12弾「黒鉄の侵略者」	フォロワー	BR	2	2	3	機械・錬金術師		"
ターンごとに1回、自分が機械・カードをプレイしたとき、自分のリーダーは体力+1する。

ファンファーレ『プロダクトマシーン』1枚か『リペアモード』1枚をEXエリアに置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-048
BP12-049	マシンブックソーサラー	ウィッチ		ブースターパック第12弾「黒鉄の侵略者」	フォロワー	BR	2	2	3	機械・魔法使い		"
ファンファーレ手札の機械・カード1枚を捨てる：1枚引く。『プロダクトマシーン』1枚と『リペアモード』1枚をEXエリアに置く。自分のEXエリアの機械・カードが5枚なら、自分のPPを1回復する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-049
BP12-050	連鎖する雷	ウィッチ		ブースターパック第12弾「黒鉄の侵略者」	スペル	BR	3			魔法使い		"
自分のエンドフェイズが来たとき、自分のEXエリアのこれを墓場に置く。

----------

相手のリーダーすべてに4ダメージ。自分の場の魔法使い・フォロワーが2体以上なら、これをEXエリアに置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-050
BP12-051	アブソーブスペル	ウィッチ		ブースターパック第12弾「黒鉄の侵略者」	スペル	BR	2			魔法使い		"
相手の場のフォロワー1体を選ぶ。それに4ダメージ。自分の場の魔法使い・フォロワーが2体以上なら、自分のリーダーは体力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-051
BP12-P26	遮断の触手	ウィッチ		ブースターパック第12弾「黒鉄の侵略者」	フォロワー・トークン	プレミアム	3	2	4	機械・超克		"
【守護】

ラストワード自分のリーダーは体力+4する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-P26
BP12-P27	蹂躙の触手	ウィッチ		ブースターパック第12弾「黒鉄の侵略者」	フォロワー・トークン	プレミアム	3	4	2	機械・超克		"
【疾走】

ラストワード相手の場のフォロワー1体を選ぶ。それに4ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-P27
BP13-036	マナリアクイーン・アン	ウィッチ		ブースターパック第13弾「暗黒降誕」	フォロワー	LG	2	2	2	魔法使い・学院・プリンセス・キラー		"
ファンファーレ手札の学院・カード1枚を捨てる：1枚引く。自分の墓場の学院・カードが5枚以上なら、『アンの大英霊』1枚をEXエリアに置く。

起動これをアクト：自分のエボルヴデッキの『イクシードブラスト』1枚をプレイしてよい。この能力は自分の墓場の学院・カードが15枚以上なら使える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-036
BP13-037	プリズムブライト・ジオース	ウィッチ		ブースターパック第13弾「暗黒降誕」	フォロワー	LG	3	3	3	魔法使い		"
進化コスト4：これは進化する。

自分のエンドフェイズが来たとき、このターン、自分が魔法使い・フォロワーと魔法使い・スペルをプレイしていたなら、自分のEXエリアのこれに魔力カウンター1個を置く。

起動コスト0：自分の手札のこれをEXエリアに置く。自分の墓場の魔法使い・フォロワーと魔法使い・スペルがそれぞれ5枚以上なら、EXエリアのこれに魔力カウンター1個を置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-037
BP13-038	プリズムブライト・ジオース	ウィッチ		ブースターパック第13弾「暗黒降誕」	フォロワー・エボルヴ	LG		5	5	魔法使い		"
【進化時】自分の墓場の元のコスト3以下の魔法使い・スペルをカード名が異なるようにX枚まで選ぶ。それをEXエリアに置く。Xは「これの魔力カウンターの数」である。このターン、それをプレイする際、コストを-3する。これの魔力カウンターすべてを取る。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-038
BP13-039	イクシードブラスト	ウィッチ		ブースターパック第13弾「暗黒降誕」	スペル・アドバンス	LG	3			魔法使い・学院・プリンセス・キラー		"
相手のリーダーすべてに8ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-039
BP13-040	セレスティアルスフィア・ミリカ	ウィッチ		ブースターパック第13弾「暗黒降誕」	フォロワー	GR	1	1	1	錬金術師・星神		"
進化コスト2：これは進化する。

【守護】

ファンファーレ自分のデッキの上5枚を見る。その中から、1枚を墓場に置く。残りを好きな順にデッキの下に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-040
BP13-041	セレスティアルスフィア・ミリカ	ウィッチ		ブースターパック第13弾「暗黒降誕」	フォロワー・エボルヴ	GR		2	2	錬金術師・星神		"
【守護】

【進化時】相手の場のフォロワー1体を選ぶ。自分の墓場にあるカードの元のコストの種類数が6種類以上なら、それに4ダメージ。2枚引く。自分の手札1枚を捨てる。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-041
BP13-042	レグニスロード・グレア	ウィッチ		ブースターパック第13弾「暗黒降誕」	フォロワー	GR	2	2	2	魔法使い・学院・プリンセス・キラー		"
ファンファーレ手札の学院・カード1枚を捨てる：1枚引く。自分の墓場の学院・カードが5枚以上なら、『フェイタルバーン』1枚をEXエリアに置く。

起動これをアクト：相手の場のフォロワー1体を選ぶ。それに1ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-042
BP13-043	混沌の流儀	ウィッチ		ブースターパック第13弾「暗黒降誕」	スペル	GR	6			魔法使い・禁忌		"
各プレイヤーは、自身の場のフォロワー1体を指定し、ターンプレイヤーから順にそれを自身以外のプレイヤーに渡す。（場が上限ではない自身以外のプレイヤーの場に移動する）
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-043
BP13-044	グリモアソーサラー	ウィッチ		ブースターパック第13弾「暗黒降誕」	フォロワー	SR	2	2	2	魔法使い・禁忌		"
進化コスト1：これは進化する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-044
BP13-045	グリモアソーサラー	ウィッチ		ブースターパック第13弾「暗黒降誕」	フォロワー・エボルヴ	SR		3	3	魔法使い・禁忌		"
【進化時】自分の手札の魔法使い・スペル1枚をEXエリアに置いてよい。このターン、それをプレイする際、コストを-3する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-045
BP13-046	ハリケーンゴーレム	ウィッチ		ブースターパック第13弾「暗黒降誕」	フォロワー	SR	6	5	5	ゴーレム		"
ファンファーレ相手の場のフォロワーすべてに2ダメージ。【土の秘術】相手の場のフォロワーすべてに2ダメージ。

ラストワード『大地の魔片』1つを場に出す。

―――――――――――――――

『大地の魔片』ウィッチ土の印・アミュレットコスト1【スタック】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-046
BP13-047	グランドブレイク	ウィッチ		ブースターパック第13弾「暗黒降誕」	スペル	SR	1			魔法使い		"
相手の場のフォロワー1体を選ぶ。それに2ダメージ。自分の場の魔法使い・フォロワーが2体以上なら、代わりに4ダメージ。それのリーダーに1ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-047
BP13-048	マジカルリス	ウィッチ		ブースターパック第13弾「暗黒降誕」	フォロワー	BR	2	1	1	魔法生物・獣		"
進化コスト1：これは進化する。

ファンファーレ1枚引く。自分の手札1枚を捨てる。自分のリーダーは体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-048
BP13-049	マジカルリス	ウィッチ		ブースターパック第13弾「暗黒降誕」	フォロワー・エボルヴ	BR		2	2	魔法生物・獣		"
【進化時】相手の場のフォロワー1体を選ぶ。それとそれのリーダーに1ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-049
BP13-050	サークルウィザード	ウィッチ		ブースターパック第13弾「暗黒降誕」	フォロワー	BR	5	4	5	魔法使い		"
ファンファーレ自分のデッキの上1枚をEXエリアに置く。自分のリーダーは体力+Xする。Xは「EXエリアに置いたカードの元のコスト」である。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-050
BP13-051	猫使いの魔女	ウィッチ		ブースターパック第13弾「暗黒降誕」	フォロワー	BR	3	2	2	魔法使い・獣		"
ファンファーレ自分の墓場の元のコスト2以下の獣・フォロワー1枚か元のコスト2以下の魔法生物・フォロワー1枚を選ぶ。それを場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-051
BP13-052	魔力による複製	ウィッチ		ブースターパック第13弾「暗黒降誕」	スペル	BR	2			魔法使い		"
自分の墓場のカード1枚を選ぶ。それを消滅させる。自分のデッキから「元のコストと種類がそれと同じカード」1枚を探し、手札に加える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-052
BP13-053	サクリファイス	ウィッチ		ブースターパック第13弾「暗黒降誕」	スペル	BR	2			チェス		"
これをプレイする際、自分の墓場のチェス・カードが5枚以上なら、コストを-1する。

自分の場のチェス・フォロワー1体を選ぶ。それを破壊する。自分のデッキから元のコストXのチェス・フォロワー1枚を探し、場に出す。Xは「選んだフォロワーの元のコスト+2」である。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-053
BP13-P29	アンの大英霊	ウィッチ		ブースターパック第13弾「暗黒降誕」	フォロワー・トークン	プレミアム	2	4	4	ゴーレム・魔法生物・学院		"
【突進】【守護】

自分のメインフェイズが来たとき、これは消滅する。

ファンファーレ自分のリーダーは体力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-P29
BP13-P30	フェイタルバーン	ウィッチ		ブースターパック第13弾「暗黒降誕」	スペル・トークン	プレミアム	1			魔法使い・学院・プリンセス・キラー		"
下記から1つチョイスする。【1】相手の場のフォロワー1体を選ぶ。それに4ダメージ。【2】相手の場のフォロワー2体を選ぶ。自分の墓場の学院・カードが15枚以上なら、それに4ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-P30
BP14-036	真理の大文豪・ユキシマ	ウィッチ		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	LG	4	3	5	宴楽・魔法使い・禁忌		"
自分が元のコスト3以下の宴楽・カードか元のコスト3以下の魔法使い・カードをプレイしたとき、相手の場のフォロワー1体を選ぶ。それに2ダメージ。

ファンファーレこのターン、次に自分が元のコスト3以下の宴楽・カードか元のコスト3以下の魔法使い・カードをプレイする際、コストを-3する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-036
BP14-037	アストラルシャーマン・ライリー	ウィッチ		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	LG	2	2	2	魔法使い		"
進化コスト2：これは進化する。この能力はこのターン中に自分の【土の秘術】によって自分の場の【スタック】を2個以上取っていたなら使える。

ファンファーレ『大地の魔片』1つを場に出す。

―――――――――――――――

『大地の魔片』ウィッチ土の印・アミュレットコスト1【スタック】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-037
BP14-038	アストラルシャーマン・ライリー	ウィッチ		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー・エボルヴ	LG		3	3	魔法使い		"
【進化時】自分のデッキから元のコストX以下の【土の秘術】を持つフォロワー1枚を探し、場に出す。Xは「自分のPP最大値」である。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-038
BP14-039	リミットスペル・バーゼント	ウィッチ		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	GR	2	2	2	魔法使い・魔法生物		"
これはEXエリアからプレイできない。

進化コスト1：これは進化する。

自分のエンドフェイズが来たとき、これがEXエリアにあるなら、自分のデッキの上1枚を見る。その中から、『オニオン軍団』1枚を場に出してよい。残りをデッキの上か下に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-039
BP14-040	リミットスペル・バーゼント	ウィッチ		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー・エボルヴ	GR		3	3	魔法使い・魔法生物		"
【進化時】手札の『オニオン軍団』1枚を捨てる：2枚引く。

ラストワードこれをEXエリアに置いてよい。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-040
BP14-041	極冠の幻想獣	ウィッチ		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	GR	6	5	5	魔法生物・禁忌		"
【突進】

【攻撃時】相手の場のフォロワー1体を選ぶ。それに「これの攻撃力」と同じダメージ。

ラストワード【土の秘術】これを場に出す。これの攻撃力と体力を2にする。これは【疾走】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-041
BP14-042	一世の探究	ウィッチ		ブースターパック第14弾「夢幻の饗󠄀宴」	スペル	GR	3			宴楽・魔法使い・禁忌		"
自分のデッキの上4枚を見る。その中から、2枚を公開して手札に加える。残りを墓場に置く。自分の場に『真理の大文豪・ユキシマ』がいるなら、自分のPPを1回復する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-042
BP14-043	管弦の魔術師	ウィッチ		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	SR	3	3	3	宴楽・魔法使い・禁忌		"
進化コスト1：これは進化する。

ファンファーレこのターン、自分が他の宴楽・カードをプレイしていたなら、これは【疾走】か【ドレイン】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-043
BP14-044	管弦の魔術師	ウィッチ		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー・エボルヴ	SR		4	4	宴楽・魔法使い・禁忌		"
【進化時】相手の場のフォロワー1体を選ぶ。それに「このターン、自分がプレイした宴楽・カードや魔法使い・カードの枚数」の2倍のダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-044
BP14-045	雷雲のアルケミスト	ウィッチ		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	SR	3	3	3	錬金術師		"
ファンファーレ相手の場のフォロワー1体を選ぶ。それに3ダメージ。自分の場の【スタック】を+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-045
BP14-046	願望の実現	ウィッチ		ブースターパック第14弾「夢幻の饗󠄀宴」	スペル	SR	7			魔法生物		"
自分のデッキの上1枚をEXエリアに置く。これをEXエリアが上限になるまでくり返す。このターン、次に自分が「これによってEXエリアに置いたカード」をプレイする際、コストを0にする。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-046
BP14-047	チャクラムウィザード	ウィッチ		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	BR	3	2	2	魔法使い		"
進化コスト1：これは進化する。

ファンファーレ相手の場のフォロワー1体を選ぶ。自分の場に他の魔法使い・フォロワーがいるなら、それに3ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-047
BP14-048	チャクラムウィザード	ウィッチ		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー・エボルヴ	BR		3	3	魔法使い		"
【進化時】相手の場のフォロワー1体を選ぶ。それに3ダメージ。1枚引く。自分の手札1枚を捨てる。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-048
BP14-049	宿帳のフクロウ	ウィッチ		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	BR	3	1	1	宴楽・魔法生物・禁忌		"
ファンファーレこのターン、次に自分が元のコスト3以下の宴楽・カードか元のコスト3以下の魔法使い・カードをプレイする際、コストを-3する。自分の場に『真理の大文豪・ユキシマ』がいるなら、自分のリーダーは体力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-049
BP14-050	大地の魔拳	ウィッチ		ブースターパック第14弾「夢幻の饗󠄀宴」	スペル	BR	3			魔法使い		"
クイック

相手の場のフォロワー1体を選ぶ。それに5ダメージ。【土の秘術】それのリーダーに2ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-050
BP14-051	魔力の充填	ウィッチ		ブースターパック第14弾「夢幻の饗󠄀宴」	スペル	BR	6			魔法使い		"
2枚引く。相手の場のフォロワーすべてに「自分の手札の枚数」と同じダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-051
BP14-052	グランドスピア	ウィッチ		ブースターパック第14弾「夢幻の饗󠄀宴」	アミュレット	BR	1			魔法使い・土の印		"
【スタック】

ファンファーレ相手の場のフォロワー1体を選ぶ。それに2ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-052
BP15-038	絶尽の真実・ライオ	ウィッチ		ブースターパック「絶傑の試練」	フォロワー	LG	9	6	6	絶傑・魔法使い		"
これをプレイする際、元のコスト2以上の場の魔法使い・フォロワー3体を墓場に置く：コストを-9する。

ファンファーレ自分のデッキの上3枚を見る。その中から、1枚をEXエリアに置いてよい。残りを好きな順にデッキの下に置く。

起動手札の『真実の絶傑・ライオ』1枚を捨てる：相手の場のフォロワー1体を選ぶ。それに9ダメージ。『絶尽の偽証』1枚をEXエリアに置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-038
BP15-039	奏絶の破壊・リーシェナ	ウィッチ		ブースターパック「絶傑の試練」	フォロワー	LG	3	3	3	絶傑・アイドル		"
進化コスト1：これは進化する。

ファンファーレ自分の場のアイドル・カードが3枚以上なら、『奏絶の独唱』1枚をEXエリアに置く。

―――――――――――――――

『奏絶の独唱』ウィッチ絶傑・アイドル・スペルコスト0これをプレイする際、追加コストとして場のアイドル・カードを好きな枚数アクトしてよい。相手の場のフォロワー1体を選ぶ。それに「これの追加コストとしてアクトしたアイドル・カードの枚数」の2倍のダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-039
BP15-040	奏絶の破壊・リーシェナ	ウィッチ		ブースターパック「絶傑の試練」	フォロワー・エボルヴ	LG		4	4	絶傑・アイドル		"
【進化時】自分のデッキの上4枚を見る。その中から、アイドル・カード2枚までEXエリアに置いてよい。残りを好きな順にデッキの下に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-040
BP15-041	ウーシンマスター・クオン	ウィッチ		ブースターパック「絶傑の試練」	フォロワー	LG	5	4	4	挑戦者・陰陽師		"
これをプレイする際、手札の陰陽師・カード2枚を公開：コストを-1する。

アドバンス起動コスト4：自分のエボルヴデッキの『貴人』1枚を場に出してよい。この能力は自分の墓場の陰陽師・カードやスペルが7枚以上なら使える。

ファンファーレ1枚引く。自分の手札1枚を捨てる。

起動これをアクト：自分の墓場の元のコスト4以下の陰陽師・フォロワー1枚を選ぶ。それを場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-041
