cardno	name	class	title	expansion	kind	rarity	cost	power	hp	type	keywords	ability	illustrator	image_url	url
BP11-105	自由なる冒険者	ニュートラル		ブースターパック第11弾「宿命の弾丸」	フォロワー	GR	1	2	1	荒野・傭兵		"
進化コスト4：これは進化する。

ファンファーレ『従順な駿馬』1枚をEXエリアに置く。

―――――――――――――――

『従順な駿馬』ニュートラル荒野・乗物・獣・アミュレットコスト1起動これを墓場に置く：自分の場のフォロワー1体を選ぶ。それが荒野・フォロワーなら、それは攻撃力+1/体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-105
BP11-106	自由なる冒険者	ニュートラル		ブースターパック第11弾「宿命の弾丸」	フォロワー・エボルヴ	GR		5	4	荒野・傭兵		"
ラストワード『従順な駿馬』『機動二輪車』『魔導装甲車』1枚ずつ場やEXエリアに置いてよい。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-106
BP11-107	ゴブリンクイーン	ニュートラル		ブースターパック第11弾「宿命の弾丸」	フォロワー	GR	2	2	3	ゴブリン		"
ファンファーレ自分のデッキの上5枚を見る。その中から、ゴブリン・カード1枚を公開して手札に加えてよい。残りを好きな順にデッキの下に置く。

起動これをアクト墓場のゴブリン・カード3枚を消滅：相手の場のフォロワー1体を選ぶ。それを破壊する。それのリーダーに3ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-107
BP11-108	氷獄の顕現	ニュートラル		ブースターパック第11弾「宿命の弾丸」	スペル	GR	2			魔王		"
下記から1つチョイスする。【1】自分のデッキから魔王・カード1枚を探し、手札に加える。【2】相手の場のフォロワー1体を選ぶ。それを破壊する。自分のリーダーに3ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-108
BP11-109	放浪する料理人	ニュートラル		ブースターパック第11弾「宿命の弾丸」	フォロワー	SR	2	2	2	荒野・コック		"
進化コスト1：これは進化する。

ファンファーレ自分の場か自分のEXエリアに乗物・カードがあるなら、自分のリーダーは体力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-109
BP11-110	放浪する料理人	ニュートラル		ブースターパック第11弾「宿命の弾丸」	フォロワー・エボルヴ	SR		3	3	荒野・コック		"
【進化時】自分のデッキの上4枚を見る。その中から、荒野・カード1枚を公開して手札に加えてよい。残りを好きな順にデッキの下に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-110
BP11-111	雷鳴のギタリスト	ニュートラル		ブースターパック第11弾「宿命の弾丸」	フォロワー	SR	4	3	3	シンガー		"
【指定攻撃】

【攻撃時】自分のPPを3回復する。

ファンファーレ1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-111
BP11-112	ジャイアントマッチ	ニュートラル		ブースターパック第11弾「宿命の弾丸」	アミュレット	SR	7			巨人		"
これはアクト状態で場に出る。

ファンファーレ自分のデッキの上5枚を見る。その中から、元のコスト7以上のフォロワー5枚まで公開して手札に加えてよい。残りを好きな順にデッキの下に置く。

起動これをアクト墓場に置く：自分の手札をランダムに2枚公開する。その中から、フォロワーすべてを場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-112
BP11-113	レヴィールの無法者	ニュートラル		ブースターパック第11弾「宿命の弾丸」	フォロワー	BR	1	1	1	荒野・傭兵		"
進化コスト1：これは進化する。

これの攻撃力か体力を+したとき、これは【疾走】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-113
BP11-114	レヴィールの無法者	ニュートラル		ブースターパック第11弾「宿命の弾丸」	フォロワー・エボルヴ	BR		2	2	荒野・傭兵		"
これの攻撃力か体力を+したとき、これは【疾走】を持つ。

【進化時】相手の場のフォロワー1体を選ぶ。自分の場や自分のEXエリアの乗物・カードが2枚以上なら、それに2ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-114
BP11-115	ワイルドリザード	ニュートラル		ブースターパック第11弾「宿命の弾丸」	フォロワー	BR	2	2	2	荒野・傭兵		"
ファンファーレ『機動二輪車』1枚を場かEXエリアに置いてよい。

ラストワード『従順な駿馬』1枚をEXエリアに置く。

―――――――――――――――

『機動二輪車』ニュートラル荒野・乗物・アミュレットコスト1起動これを墓場に置く：自分の場のフォロワー1体を選ぶ。それは【突進】を持つ。それが荒野・フォロワーなら、それは攻撃力+1する。

『従順な駿馬』ニュートラル荒野・乗物・獣・アミュレットコスト1起動これを墓場に置く：自分の場のフォロワー1体を選ぶ。それが荒野・フォロワーなら、それは攻撃力+1/体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-115
BP11-116	スパイスシャワー	ニュートラル		ブースターパック第11弾「宿命の弾丸」	スペル	BR	2			コック		"
クイック

相手のリーダーすべてに1ダメージ。自分のリーダーは体力+1する。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-116
BP11-P31	従順な駿馬	ニュートラル		ブースターパック第11弾「宿命の弾丸」	アミュレット・トークン	プレミアム	1			荒野・乗物・獣		"
起動これを墓場に置く：自分の場のフォロワー1体を選ぶ。それが荒野・フォロワーなら、それは攻撃力+1/体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-P31
BP11-P32	機動二輪車	ニュートラル		ブースターパック第11弾「宿命の弾丸」	アミュレット・トークン	プレミアム	1			荒野・乗物		"
起動これを墓場に置く：自分の場のフォロワー1体を選ぶ。それは【突進】を持つ。それが荒野・フォロワーなら、それは攻撃力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-P32
BP11-P33	魔導装甲車	ニュートラル		ブースターパック第11弾「宿命の弾丸」	アミュレット・トークン	プレミアム	1			荒野・乗物		"
起動これを墓場に置く：自分の場のフォロワー1体を選ぶ。それは【守護】を持つ。それが荒野・フォロワーなら、それは体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-P33
BP12-103	鋼鉄と大地の神	ニュートラル		ブースターパック第12弾「黒鉄の侵略者」	フォロワー	LG	5	4	4	機械・自然・大神		"
これを自分の手札から捨てたとき、場の『ナテラの大樹』1つをアクト：自分の墓場の「これと同名を除く自然・カード」1枚を選ぶ。それを手札に加える。

ファンファーレ自分のデッキの上3枚を見る。その中から、機械・カード1枚を公開して手札に加えてよい。残りを好きな順にデッキの下に置く。『リペアモード』1枚をEXエリアに置く。自分のPPを3回復する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-103
BP12-104	デュアルエンジェル	ニュートラル		ブースターパック第12弾「黒鉄の侵略者」	フォロワー	GR	1	1	1	機械・自然・天使		"
進化コスト1：これは進化する。

ファンファーレ『リペアモード』1枚か『ナテラの大樹』1枚をEXエリアに置く。

―――――――――――――――

『リペアモード』ニュートラル機械・スペルコスト1クイック自分のリーダーは体力+1する。

『ナテラの大樹』ニュートラル自然・アミュレットコスト1これが場を離れたとき、1枚引く。自分の手札1枚を捨てる。起動コスト1：これを墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-104
BP12-105	デュアルエンジェル	ニュートラル		ブースターパック第12弾「黒鉄の侵略者」	フォロワー・エボルヴ	GR		2	2	機械・自然・天使		"
【進化時】相手の場のフォロワー1体を選ぶ。自分の場や自分のEXエリアの機械・カードや自然・カードが5枚以上なら、それに2ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-105
BP12-106	熾天使の剣	ニュートラル		ブースターパック第12弾「黒鉄の侵略者」	スペル	GR	2			天使		"
下記から1つチョイスする。【1】元のコスト2以下の相手の場のカード1枚を選ぶ。それを破壊する。【2】コスト2：元のコスト6以下の相手の場のカード1枚を選ぶ。それを破壊する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-106
BP12-107	荒野の休息	ニュートラル		ブースターパック第12弾「黒鉄の侵略者」	スペル	GR	1			荒野・自然		"
自分のデッキの上3枚を見る。その中から、荒野・カードか自然・カード1枚を公開して手札に加えてよい。残りを好きな順にデッキの下に置く。自分の場か自分のEXエリアに荒野・カードがあるなら、自分のリーダーは体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-107
BP12-108	ラブソングシンガー	ニュートラル		ブースターパック第12弾「黒鉄の侵略者」	フォロワー	SR	3	3	3	シンガー		"
進化コスト1：これは進化する。

ファンファーレ相手の場のフォロワー1体を選ぶ。それをアクトする。

起動コスト2：相手の場のフォロワー1体を選ぶ。それをアクトする。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-108
BP12-109	ラブソングシンガー	ニュートラル		ブースターパック第12弾「黒鉄の侵略者」	フォロワー・エボルヴ	SR		4	4	シンガー		"
【進化時】このターン、相手の場のフォロワーすべてはダメージを与えない。

起動コスト2：相手の場のフォロワー1体を選ぶ。それをアクトする。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-109
BP12-110	美食の伝道者	ニュートラル		ブースターパック第12弾「黒鉄の侵略者」	フォロワー	SR	4	4	4	コック		"
ファンファーレ自分のリーダーは体力+3する。

ラストワード下記から1つチョイスする。【1】自分のデッキから元のコスト3以下のコック・フォロワー1枚を探し、場に出す。【2】1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-110
BP12-111	ゴブリンスクラム	ニュートラル		ブースターパック第12弾「黒鉄の侵略者」	スペル	SR	2			ゴブリン		"
これは自分の場のゴブリン・フォロワーが2体以下なら、プレイできない。

相手の場のフォロワー1体を選ぶ。それを破壊する。それのリーダーに2ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-111
BP12-112	ロマントレジャーハンター	ニュートラル		ブースターパック第12弾「黒鉄の侵略者」	フォロワー	BR	2	1	2	傭兵		"
進化コスト1：これは進化する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-112
BP12-113	ロマントレジャーハンター	ニュートラル		ブースターパック第12弾「黒鉄の侵略者」	フォロワー・エボルヴ	BR		2	3	傭兵		"
【進化時】手札1枚を捨てる：サイコロをふる。4から6なら、3枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-113
BP12-114	風来の絵描き	ニュートラル		ブースターパック第12弾「黒鉄の侵略者」	フォロワー	BR	3	2	3	傭兵		"
ファンファーレ相手の場のフォロワー1体を選ぶ。自分のデッキから元のコストXのフォロワー1枚を探し、EXエリアに置く。Xは「選んだフォロワーの元のコスト」である。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-114
BP12-115	探偵の推理	ニュートラル		ブースターパック第12弾「黒鉄の侵略者」	スペル	BR	2			探偵		"
カード名1つを指定する。自分のデッキの上1枚を公開する。公開したカードが指定したカード名なら、2枚引く。公開したカードが指定したカード名でないなら、1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-115
BP13-105	サハクィエル＆イスラーフィール	ニュートラル		ブースターパック第13弾「暗黒降誕」	フォロワー	LG	7	6	6	天使・大神		"
進化コスト1：これは進化する。

【守護】

ファンファーレ自分の手札の元のコスト6以下のフォロワー1枚を場に出してよい。それは「自分のエンドフェイズが来たとき、これを手札に戻す」を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-105
BP13-106	サハクィエル＆イスラーフィール	ニュートラル		ブースターパック第13弾「暗黒降誕」	フォロワー・エボルヴ	LG		7	7	天使・大神		"
【守護】

【進化時】場の他のフォロワー1体を選ぶ。それをEXエリアに置く。それを自分のEXエリアに置いたなら、それをアクト状態で場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-106
BP13-107	ワールドブレイク	ニュートラル		ブースターパック第13弾「暗黒降誕」	スペル	LG	8			大神・魔王・キラー		"
場のカードすべてとEXエリアのカードすべてを消滅させる。各プレイヤーは、自身のデッキの上10枚を消滅させる。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-107
BP13-108	反逆の命・ミリアム	ニュートラル		ブースターパック第13弾「暗黒降誕」	フォロワー	GR	2	2	2	超克・キラー		"
進化コスト2：これは進化する。

自分のターン中、自分のフォロワーが場から墓場に置かれたとき、相手のリーダーすべてに1ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-108
BP13-109	反逆の命・ミリアム	ニュートラル		ブースターパック第13弾「暗黒降誕」	フォロワー・エボルヴ	GR		4	4	超克・キラー		"
自分のターン中、自分のフォロワーが場から墓場に置かれたとき、相手のリーダーすべてに1ダメージ。

【進化時】場の他のフォロワー1体を墓場に置く：『エッジアーティファクト』1体を場に出す。

―――――――――――――――

『エッジアーティファクト』ニュートラル超克・フォロワーコスト5攻撃力3/体力4【突進】【ドレイン】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-109
BP13-110	虚無ノ哭風・グリームニル	ニュートラル		ブースターパック第13弾「暗黒降誕」	フォロワー	GR	3	3	4	光輝・キラー		"
ファンファーレ相手の場のフォロワー1体を選ぶ。自分のエボルヴデッキの表向きのエボルヴフォロワーが3枚以上なら、それに5ダメージ。それのリーダーに3ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-110
BP13-111	紅蓮の凍結	ニュートラル		ブースターパック第13弾「暗黒降誕」	スペル	GR	4			魔王		"
クイック

これをプレイする際、自分の場に魔王・フォロワーがいるなら、コストを-3する。

相手の場のフォロワー1体と相手の場の他のフォロワー1体を選ぶ。前者に5ダメージ。後者をアクトする。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-111
BP13-112	マジカルグロッサー	ニュートラル		ブースターパック第13弾「暗黒降誕」	フォロワー	SR	4	4	4	商人		"
進化コスト1：これは進化する。

ファンファーレ1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-112
BP13-113	マジカルグロッサー	ニュートラル		ブースターパック第13弾「暗黒降誕」	フォロワー・エボルヴ	SR		5	5	商人		"
【進化時】相手の場のフォロワー1体を選ぶ。それに「自分の手札の枚数」と同じダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-113
BP13-114	輪廻の女神	ニュートラル		ブースターパック第13弾「暗黒降誕」	フォロワー	SR	10	7	7	光輝		"
【守護】

ファンファーレ自分のリーダーは体力+7する。

Q起動コスト4手札のこれを捨てる：相手の場のフォロワー1体を選ぶ。それを破壊する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-114
BP13-115	ディテクティブガール	ニュートラル		ブースターパック第13弾「暗黒降誕」	フォロワー	SR	3	3	4	探偵		"
自分の場のフォロワーが進化したとき、これは【突進】を持つ。

ファンファーレ自分の墓場の進化を持つフォロワー1枚を選ぶ。それを手札に加える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-115
BP13-116	アーマーゴブリン	ニュートラル		ブースターパック第13弾「暗黒降誕」	フォロワー	BR	2	2	2	ゴブリン		"
進化コスト1：これは進化する。

【守護】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-116
BP13-117	アーマーゴブリン	ニュートラル		ブースターパック第13弾「暗黒降誕」	フォロワー・エボルヴ	BR		3	3	ゴブリン		"
【守護】

【進化時】このターン、これは次のダメージを受けない。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-117
BP13-118	堕落の天奏者	ニュートラル		ブースターパック第13弾「暗黒降誕」	フォロワー	BR	3	3	4	堕天使		"
ファンファーレ自分のデッキから元のコスト1以下のニュートラルスペル1枚を探し、手札に加える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-118
BP13-119	記憶の軌跡	ニュートラル		ブースターパック第13弾「暗黒降誕」	スペル	BR	1			傭兵		"
自分の場のフォロワー1体を選ぶ。このターン、それは「ラストワード自分のリーダーは体力+2する。1枚引く」を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-119
BP13-T05	エッジアーティファクト	ニュートラル		ブースターパック第13弾「暗黒降誕」	フォロワー・トークン	-	5	3	4	超克		"
【突進】【ドレイン】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-T05
BP14-105	マグナセイバー	ニュートラル		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	LG	5	4	4	宴楽・機械・超克・マグナ		"
進化コスト1：これは進化する。この能力は自分の場や自分のEXエリアの宴楽・カードが3枚以上なら使える。

【守護】

ファンファーレ相手の場のフォロワー1体を選ぶ。それに4ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-105
BP14-106	マグナセイバー	ニュートラル		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー・エボルヴ	LG		5	5	宴楽・機械・超克・マグナ		"
【守護】

【進化時】相手の場のフォロワー2体まで選ぶ。それに5ダメージを割りふる。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-106
BP14-107	双極の生命・フラム＝グラス	ニュートラル		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	LG	6	7	7	大神・魔王		"
ファンファーレ墓場の悪魔・カードか魔王・カード1枚を消滅：相手の場のカード2枚まで選ぶ。それを破壊する。

起動墓場の悪魔・カードか魔王・カード1枚を消滅：これは【疾走】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-107
BP14-108	グランスエンジェル	ニュートラル		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	GR	2	2	2	天使		"
進化コスト1：これは進化する。

【守護】

ファンファーレ自分の墓場の天使・カードが5枚以上なら、自分のリーダーは体力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-108
BP14-109	グランスエンジェル	ニュートラル		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー・エボルヴ	GR		3	3	天使		"
【守護】

【進化時】自分のデッキの上4枚を見る。その中から、天使・カードか堕天使・カード1枚を公開して手札に加えてよい。残りを好きな順にデッキの下に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-109
BP14-110	天使の恩寵	ニュートラル		ブースターパック第14弾「夢幻の饗󠄀宴」	スペル	GR	3			天使		"
クイック

自分のリーダーは体力+2する。2枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-110
BP14-111	マグナチェンジ	ニュートラル		ブースターパック第14弾「夢幻の饗󠄀宴」	アミュレット	GR	1			宴楽・機械・超克・マグナ		"
自分の場の『マグナセイバー』が進化したとき、これを墓場に置く：自分のリーダーは体力+1する。

ファンファーレ自分のデッキから『マグナセイバー』1枚を探し、EXエリアに置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-111
BP14-112	機構の撃ち手	ニュートラル		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	SR	3	2	2	傭兵・超克		"
進化コスト1：これは進化する。

ファンファーレ自分のデッキの上1枚をEXエリアに置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-112
BP14-113	機構の撃ち手	ニュートラル		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー・エボルヴ	SR		3	3	傭兵・超克		"
【進化時】『エンシェントアーティファクト』1体を場に出す。

―――――――――――――――

『エンシェントアーティファクト』ニュートラル超克・フォロワーコスト1攻撃力3/体力1【突進】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-113
BP14-114	ウェポンオーガ	ニュートラル		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	SR	6	6	6	巨人		"
ファンファーレ下記から1つチョイスする。【1】相手の場のフォロワー1体を選ぶ。それに6ダメージ。【2】相手の場のフォロワーすべてに3ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-114
BP14-115	楽園への来訪	ニュートラル		ブースターパック第14弾「夢幻の饗󠄀宴」	スペル	SR	1			宴楽		"
自分のデッキの上4枚を見る。その中から、宴楽・カード1枚をEXエリアに置いてよい。残りを好きな順にデッキの下に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-115
BP14-116	ゴブリンブレイバー	ニュートラル		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	BR	2	2	2	ゴブリン		"
進化コスト1：これは進化する。

ファンファーレコスト2手札のゴブリン・カード1枚を捨てる：相手の場のフォロワー1体を選ぶ。それに4ダメージ。これは攻撃力+2/体力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-116
BP14-117	ゴブリンブレイバー	ニュートラル		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー・エボルヴ	BR		3	3	ゴブリン		"
【進化時】1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-117
BP14-118	照明の案内人	ニュートラル		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	BR	2	2	3	宴楽・傭兵		"
ファンファーレ手札の宴楽・カード1枚をEXエリアに置く：1枚引く。自分のEXエリアの宴楽・カードが3枚以上なら、これは攻撃力+1/体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-118
BP14-119	ゴブリンの奇襲	ニュートラル		ブースターパック第14弾「夢幻の饗󠄀宴」	スペル	BR	2			ゴブリン		"
これをプレイする際、手札のゴブリン・カード1枚を捨てる：コストを-2する。

相手の場のフォロワー1体を選ぶ。それに3ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-119
BP15-112	絶大の唯我・マゼルベイン	ニュートラル		ブースターパック「絶傑の試練」	フォロワー	LG	3	4	4	絶傑		"
ファンファーレ手札3枚を捨てる：『絶大の証明』1枚をEXエリアに置く。

起動墓場の『唯我の絶傑・マゼルベイン』1枚を消滅：相手のリーダーすべてに2ダメージ。2枚引く。この能力は1ターンに1回使える。

―――――――――――――――

『絶大の証明』ニュートラル絶傑・スペルコスト0相手の場のフォロワー1体を選ぶ。それを破壊する。自分の場に『絶大の唯我・マゼルベイン』がいるなら、それのリーダーに2ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-112
BP15-113	干絶の飢餓・ギルネリーゼ	ニュートラル		ブースターパック「絶傑の試練」	フォロワー	LG	2	2	2	絶傑		"
進化コスト1：これは進化する。

自分のリーダーの体力が10以下である限り、これは【ドレイン】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-113
BP15-114	干絶の飢餓・ギルネリーゼ	ニュートラル		ブースターパック「絶傑の試練」	フォロワー・エボルヴ	LG		3	3	絶傑		"
自分のリーダーの体力が10以下である限り、これは【ドレイン】を持つ。

【進化時】下記から1つチョイスする。【1】場の他のフォロワー1体を選ぶ。それは攻撃力+2/体力-2する。【2】『干絶の甘露』1枚をEXエリアに置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-114
BP15-115	アラエル	ニュートラル		ブースターパック「絶傑の試練」	フォロワー	GR	2	0	1	天使		"
進化コスト1：これは進化する。

【守護】

ファンファーレ自分の場のフォロワー1体を選ぶ。それは攻撃力+1/体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-115
BP15-116	アラエル	ニュートラル		ブースターパック「絶傑の試練」	フォロワー・エボルヴ	GR		1	2	天使		"
【守護】

【進化時】自分の場のフォロワー1体を選ぶ。それは攻撃力+1/体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-116
BP15-117	荒天の雷神	ニュートラル		ブースターパック「絶傑の試練」	フォロワー	GR	7	5	5	大神		"
ファンファーレ下記から2つまでチョイスする。【1】相手の場のアミュレット1つを選ぶ。それを破壊する。【2】相手の場のフォロワーすべてに3ダメージ。【3】これは【疾走】を持つ。【4】2枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-117
BP15-118	堕落の決意	ニュートラル		ブースターパック「絶傑の試練」	スペル	GR	1			堕天使		"
相手の場のフォロワー1体を選ぶ。それに2ダメージ。自分のエボルヴデッキの表向きのエボルヴフォロワーが3枚以上なら、代わりに4ダメージ。自分のエボルヴデッキの表向きのエボルヴフォロワーが5枚以上なら、1枚引く。自分のPPを1回復する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-118
BP15-119	メカニカルアナライザー	ニュートラル		ブースターパック「絶傑の試練」	フォロワー	SR	3	3	3	超克		"
進化コスト1：これは進化する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-119
BP15-120	メカニカルアナライザー	ニュートラル		ブースターパック「絶傑の試練」	フォロワー・エボルヴ	SR		4	4	超克		"
【進化時】2枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-120
BP15-121	天空の遣い	ニュートラル		ブースターパック「絶傑の試練」	フォロワー	SR	5	3	4	天使		"
ファンファーレ相手の場のフォロワー1体を選ぶ。それを破壊する。自分のデッキの上4枚を見る。その中から、天使・カードか堕天使・カード1枚を公開して手札に加えてよい。残りを好きな順にデッキの下に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-121
BP15-122	無情の侵食	ニュートラル		ブースターパック「絶傑の試練」	スペル	SR	3			超克		"
『エンシェントアーティファクト』X体を場に出す。Xは「相手の場のフォロワーの数」である。

―――――――――――――――

『エンシェントアーティファクト』ニュートラル超克・フォロワーコスト1攻撃力3/体力1【突進】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-122
BP15-123	流浪の指揮者	ニュートラル		ブースターパック「絶傑の試練」	フォロワー	BR	1	1	1	傭兵・シンガー		"
進化コスト1：これは進化する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-123
BP15-124	流浪の指揮者	ニュートラル		ブースターパック「絶傑の試練」	フォロワー・エボルヴ	BR		2	2	傭兵・シンガー		"
【進化時】1枚引く。自分の手札1枚をデッキの下に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-124
BP15-125	マウンテンギガース	ニュートラル		ブースターパック「絶傑の試練」	フォロワー	BR	7	7	7	巨人		"
【突進】【守護】

ファンファーレ相手の場のフォロワー1体を選ぶ。それに7ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-125
BP15-126	フラッフィーエンジェル	ニュートラル		ブースターパック「絶傑の試練」	フォロワー	BR	2	2	3	天使		"
ファンファーレラストワード自分のリーダーは体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-126
BP15-PR17	絶大の証明	ニュートラル		ブースターパック「絶傑の試練」	スペル・トークン	プレミアム	0			絶傑		"
相手の場のフォロワー1体を選ぶ。それを破壊する。自分の場に『絶大の唯我・マゼルベイン』がいるなら、それのリーダーに2ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-PR17
BP15-PR18	干絶の甘露	ニュートラル		ブースターパック「絶傑の試練」	スペル・トークン	プレミアム	5			絶傑		"
相手のリーダーすべてに2ダメージ。自分のリーダーは体力+2する。2枚引く。相手プレイヤーすべては、自身の手札をランダムに2枚捨てる。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-PR18
BP16-111	勇壮の堕天使・オリヴィエ	ニュートラル		ブースターパック「新たなる創世」	フォロワー	LG	5	4	4	堕天使		"
進化コスト1：これは進化する。

【守護】

ファンファーレ1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP16-111
BP16-112	勇壮の堕天使・オリヴィエ	ニュートラル		ブースターパック「新たなる創世」	フォロワー・エボルヴ	LG		5	5	堕天使		"
【守護】

【進化時】相手の場のフォロワー1体を選ぶ。それに5ダメージ。

【超進化時】自分のリーダーは体力+3する。自分のPPを3回復する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP16-112
BP16-113	最果ての罪・サタン	ニュートラル		ブースターパック「新たなる創世」	フォロワー	LG	6	6	6	魔王		"
ファンファーレ自分のリーダーに6ダメージ。『沈黙の魔将』『サタンズサーヴァント』『辺獄の悪鬼』『アスタロトの宣告』1枚ずつEXエリアに置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP16-113
BP16-114	楽朗の天宮・フィルドア	ニュートラル		ブースターパック「新たなる創世」	フォロワー	GR	3	3	3	シンガー・光輝		"
進化コスト1：これは進化する。

【守護】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP16-114
