cardno	name	class	title	expansion	kind	rarity	cost	power	hp	type	keywords	ability	illustrator	image_url	url
BP09-101	デスサイズシスター	ビショップ		ブースターパック第9弾「光影の二重奏」	フォロワー	BR	2	2	3	狂信		"
【必殺】

ファンファーレ自分の場の他のビショップフォロワー1体を選ぶ。それは【必殺】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-101
BP09-102	愚神礼賛	ビショップ		ブースターパック第9弾「光影の二重奏」	アミュレット	BR	2			狂信		"
ファンファーレ1枚引く。

ラストワード体力3以下の相手の場のフォロワー1体を選ぶ。それを破壊する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP09-102
BP09-LD03	異端なる祝祭・メルコット	ビショップ		ブースターパック第9弾「光影の二重奏」	リーダー	-				-					https://shadowverse-evolve.com/cardlist/?cardno=BP09-LD03
BP10-092	《力》・ソフィーナ	ビショップ		ブースターパック第10弾「Gods of the Arcana」	フォロワー	LG	4	2	5	アルカナ・先導		"
進化コスト1：これは進化する。

【守護】

これが場にいる限り、自分の場のフォロワーが受ける4以上のダメージを3にする。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP10-092
BP10-093	《力》・ソフィーナ	ビショップ		ブースターパック第10弾「Gods of the Arcana」	フォロワー・エボルヴ	LG		3	6	アルカナ・先導		"
【守護】

これが場にいる限り、自分の場のフォロワーが受ける4以上のダメージを3にする。

【進化時】自分のデッキから『虚脱の剛腕』1枚を探し、場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP10-093
BP10-094	《運命の輪》・スロース	ビショップ		ブースターパック第10弾「Gods of the Arcana」	フォロワー	LG	2	2	2	アルカナ・信仰		"
自分のEXエリアにカードが置かれたとき、これをアクト：相手の場のフォロワー1体を選ぶ。それを破壊する。

ファンファーレコスト2：自分のデッキから『惨禍の円環』1枚を探し、EXエリアに置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP10-094
BP10-095	神域の法王	ビショップ		ブースターパック第10弾「Gods of the Arcana」	フォロワー	GR	2	2	2	アルカナ・信仰		"
進化コスト1：これは進化する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP10-095
BP10-096	神域の法王	ビショップ		ブースターパック第10弾「Gods of the Arcana」	フォロワー・エボルヴ	GR		3	3	アルカナ・信仰		"
【進化時】自分のデッキの上4枚を見る。その中から、【守護】を持つフォロワー1枚をEXエリアに置いてよい。残りを好きな順にデッキの下に置く。このターン、それをプレイする際、コストを-1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP10-096
BP10-097	タンザナイトコンヴィクター	ビショップ		ブースターパック第10弾「Gods of the Arcana」	フォロワー	GR	3	2	4	信仰		"
【疾走】

自分のエンドフェイズが来たとき、これの攻撃力が3以上なら、これをスタンドする。

ファンファーレ自分の場に体力7以上のフォロワーがいるなら、相手の場のフォロワーすべてに4ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP10-097
BP10-098	虚脱の剛腕	ビショップ		ブースターパック第10弾「Gods of the Arcana」	アミュレット	GR	2			アルカナ・先導		"
ファンファーレ自分の場のフォロワー2体まで選ぶ。それは攻撃力+1/体力+1する。

起動コスト1これをアクト墓場に置く：相手の場のフォロワー1体を選ぶ。それは攻撃力-2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP10-098
BP10-099	トパーズソーディアン	ビショップ		ブースターパック第10弾「Gods of the Arcana」	フォロワー	SR	3	2	3	信仰		"
進化コスト1：これは進化する。

【守護】

ファンファーレ自分のデッキから『ジュエルシュライン』1枚を探し、場に出す。

ファンファーレコスト2：これは攻撃力+1/体力+3する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP10-099
BP10-100	トパーズソーディアン	ビショップ		ブースターパック第10弾「Gods of the Arcana」	フォロワー・エボルヴ	SR		3	4	信仰		"
【守護】

【進化時】体力3以下の相手の場のフォロワー1体を選ぶ。それを破壊する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP10-100
BP10-101	光明のプリースト	ビショップ		ブースターパック第10弾「Gods of the Arcana」	フォロワー	SR	7	5	5	信仰		"
ファンファーレ自分の場のフォロワー1体を選ぶ。それと自分のリーダーは体力+4する。

Q起動コスト1手札のこれを捨てる：自分のリーダーは体力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP10-101
BP10-102	惨禍の円環	ビショップ		ブースターパック第10弾「Gods of the Arcana」	アミュレット	SR	2			アルカナ・信仰		"
ファンファーレ自分の場に『《運命の輪》・スロース』がいるなら、これに災いカウンター2個まで置く。

起動これをアクト：これに災いカウンター1個を置く。

起動これをアクト墓場に置く：元のコストXの相手の場のフォロワーすべてを破壊する。Xは「これに置かれていた災いカウンターの数」である。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP10-102
BP10-103	先見の神官	ビショップ		ブースターパック第10弾「Gods of the Arcana」	フォロワー	BR	7	3	6	アルカナ・信仰		"
進化コスト1：これは進化する。

【守護】

ファンファーレ自分のデッキから元のコスト4以下のアルカナ・フォロワー1枚を探し、場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP10-103
BP10-104	先見の神官	ビショップ		ブースターパック第10弾「Gods of the Arcana」	フォロワー・エボルヴ	BR		4	7	アルカナ・信仰		"
【守護】

【進化時】相手の場のフォロワー2体まで選ぶ。それを破壊する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP10-104
BP10-105	アズライトメイデン	ビショップ		ブースターパック第10弾「Gods of the Arcana」	フォロワー	BR	2	2	3	信仰		"
【守護】

ファンファーレコスト1：自分の墓場の信仰・フォロワー1枚を選ぶ。それをEXエリアに置く。それは攻撃力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP10-105
BP10-106	エレガントバード	ビショップ		ブースターパック第10弾「Gods of the Arcana」	フォロワー	BR	4	2	2	鳥族		"
ファンファーレ下記から1つチョイスする。【1】『ホーリーファルコン』1体を場に出す。【2】自分の墓場のアミュレット1枚を選ぶ。それを手札に加える。

―――――――――――――――

『ホーリーファルコン』ビショップ鳥族・フォロワーコスト3攻撃力2/体力2【疾走】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP10-106
BP10-107	剛健の翼人	ビショップ		ブースターパック第10弾「Gods of the Arcana」	フォロワー	BR	1	2	2	信仰・鳥族		"
【守護】

ファンファーレコスト2：これは攻撃力+1/体力+1して、【疾走】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP10-107
BP10-108	純白の祭壇	ビショップ		ブースターパック第10弾「Gods of the Arcana」	アミュレット	BR	2			信仰・偶像		"
ファンファーレ『ホーリータイガー』1体を場に出す。それは「自分のエンドフェイズが来たとき、これを破壊する」を持つ。

起動コスト3これをアクト墓場に置く：自分の場のフォロワー1体を選ぶ。自分のリーダーは体力+Xする。Xは「選んだフォロワーの元のコスト」である。

―――――――――――――――

『ホーリータイガー』ビショップ獣・フォロワーコスト4攻撃力4/体力4【突進】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP10-108
BP10-LD08	第四の絶傑・マーウィン	ビショップ		ブースターパック第10弾「Gods of the Arcana」	リーダー	-				-					https://shadowverse-evolve.com/cardlist/?cardno=BP10-LD08
BP11-086	メルティングシュガー・セリーナ	ビショップ		ブースターパック第11弾「宿命の弾丸」	フォロワー	LG	4	2	2	荒野・信仰・狂信		"
【疾走】

【攻撃時】自分のPPを2回復する。

ファンファーレ自分のデッキの上4枚を見る。その中から、荒野・カードと元のコスト2以下のフォロワーそれぞれ1枚までEXエリアに置いてよい。残りを好きな順にデッキの下に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-086
BP11-087	双砲の神罰・アンヴェルト	ビショップ		ブースターパック第11弾「宿命の弾丸」	フォロワー	LG	6	4	5	荒野・信仰		"
進化コスト1：これは進化する。

【守護】

ファンファーレ相手の場のフォロワー2体まで選ぶ。それに3ダメージ。自分のEXエリアに荒野・カードがあるなら、相手のリーダーすべてに2ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-087
BP11-088	双砲の神罰・アンヴェルト	ビショップ		ブースターパック第11弾「宿命の弾丸」	フォロワー・エボルヴ	LG		5	6	荒野・信仰		"
【守護】

【進化時】相手の場のフォロワー2体まで選ぶ。それに3ダメージ。自分のEXエリアに荒野・カードがあるなら、相手のリーダーすべてに2ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-088
BP11-089	パニッシュメントスナイパー	ビショップ		ブースターパック第11弾「宿命の弾丸」	フォロワー	GR	3	3	3	荒野・信仰		"
進化コスト1：これは進化する。

【守護】

ファンファーレ自分の場や自分のEXエリアのアミュレットが2枚以上なら、相手のリーダーすべてに2ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-089
BP11-090	パニッシュメントスナイパー	ビショップ		ブースターパック第11弾「宿命の弾丸」	フォロワー・エボルヴ	GR		4	4	荒野・信仰		"
【守護】

【進化時】体力3以下の相手の場のフォロワー1体を選ぶ。それを消滅させる。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-090
BP11-091	赦しの聖騎士	ビショップ		ブースターパック第11弾「宿命の弾丸」	フォロワー	GR	2	2	2	信仰		"
ファンファーレ自分のリーダーは体力+1する。1枚引く。自分の手札1枚を捨てる。

起動コスト2：相手の場のフォロワー1体を選ぶ。それに2ダメージ。自分のリーダーは体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-091
BP11-092	清浄の領域	ビショップ		ブースターパック第11弾「宿命の弾丸」	アミュレット	GR	5			信仰・偶像		"
これは自分のスタートフェイズにスタンドしない。

自分のリーダーの体力を+したとき、これをスタンドする。

起動これをアクト：下記から1つチョイスする。このターン、この能力でチョイスした選択肢はチョイスできない。【1】相手の場のフォロワー1体を選ぶ。それに3ダメージ。【2】自分の場のフォロワー1体を選ぶ。それは攻撃力+1/体力+1する。【3】『ホーリータイガー』1体を場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-092
BP11-093	セト	ビショップ		ブースターパック第11弾「宿命の弾丸」	フォロワー	SR	6	2	6	信仰・獣		"
進化コスト1：これは進化する。

【守護】【必殺】【オーラ】

起動コスト1手札のこれを捨てる：自分のリーダーは体力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-093
BP11-094	セト	ビショップ		ブースターパック第11弾「宿命の弾丸」	フォロワー・エボルヴ	SR		3	7	信仰・獣		"
【守護】【必殺】【オーラ】

【進化時】自分のリーダーは体力+4する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-094
BP11-095	ダーティプリースト	ビショップ		ブースターパック第11弾「宿命の弾丸」	フォロワー	SR	1	2	1	荒野・信仰		"
自分の乗物・カードが場を離れたとき、コスト3：相手の場のフォロワー1体を選ぶ。それを消滅させる。

ファンファーレ『従順な駿馬』1枚をEXエリアに置く。

―――――――――――――――

『従順な駿馬』ニュートラル荒野・乗物・獣・アミュレットコスト1起動これを墓場に置く：自分の場のフォロワー1体を選ぶ。それが荒野・フォロワーなら、それは攻撃力+1/体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-095
BP11-096	ヘイブンファイア	ビショップ		ブースターパック第11弾「宿命の弾丸」	スペル	SR	2			荒野・信仰・狂信		"
これをプレイする際、自分の場に『メルティングシュガー・セリーナ』がいるなら、コストを-1する。

相手の場のフォロワー1体を選ぶ。それに4ダメージ。自分のEXエリアに荒野・カードがあるなら、それのリーダーに1ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-096
BP11-097	ホーリーエンチャンター	ビショップ		ブースターパック第11弾「宿命の弾丸」	フォロワー	BR	1	1	1	信仰		"
進化コスト1：これは進化する。

【守護】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-097
BP11-098	ホーリーエンチャンター	ビショップ		ブースターパック第11弾「宿命の弾丸」	フォロワー・エボルヴ	BR		2	2	信仰		"
【守護】

【進化時】自分の場の【守護】を持つフォロワーが4体以上なら、2枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-098
BP11-099	リボルバーイーグル	ビショップ		ブースターパック第11弾「宿命の弾丸」	フォロワー	BR	2	2	1	荒野・信仰・鳥族		"
【疾走】

ファンファーレ『機動二輪車』1枚をEXエリアに置く。

起動コスト6：これは攻撃力+4/体力+4する。

―――――――――――――――

『機動二輪車』ニュートラル荒野・乗物・アミュレットコスト1起動これを墓場に置く：自分の場のフォロワー1体を選ぶ。それは【突進】を持つ。それが荒野・フォロワーなら、それは攻撃力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-099
BP11-100	聖石の使徒	ビショップ		ブースターパック第11弾「宿命の弾丸」	フォロワー	BR	1	1	2	信仰		"
【攻撃時】1枚引く。自分の手札1枚を捨てる。

ファンファーレ自分の場にアミュレットがあるなら、これは攻撃力+1/体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-100
BP11-101	カインドブライト	ビショップ		ブースターパック第11弾「宿命の弾丸」	スペル	BR	4			信仰		"
相手の場のフォロワーすべてに2ダメージ。自分のリーダーは体力+2する。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-101
BP11-102	清き転変	ビショップ		ブースターパック第11弾「宿命の弾丸」	スペル	BR	1			信仰		"
自分の場のカード1枚を選ぶ。それを破壊する。『ホーリーファルコン』1体を場に出す。

―――――――――――――――

『ホーリーファルコン』ビショップ鳥族・フォロワーコスト3攻撃力2/体力2【疾走】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP11-102
BP12-086	極炎のドラグーン・ローラ	ビショップ		ブースターパック第12弾「黒鉄の侵略者」	フォロワー	LG	2	2	2	機械・信仰・偶像		"
進化コスト2：これは進化する。

ファンファーレ『リペアモード』1枚をEXエリアに置く。これが能力によって場に出ていたなら、これは進化する。

―――――――――――――――

『リペアモード』ニュートラル機械・スペルコスト1クイック自分のリーダーは体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-086
BP12-087	極炎のドラグーン・ローラ	ビショップ		ブースターパック第12弾「黒鉄の侵略者」	フォロワー・エボルヴ	LG		3	3	機械・信仰・偶像		"
【進化時】下記から1つチョイスする。【1】相手の場のフォロワー1体を選ぶ。それに「自分の場の機械・フォロワーの数」と同じダメージ。【2】これは【疾走】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-087
BP12-088	炎氷の司祭・カラト	ビショップ		ブースターパック第12弾「黒鉄の侵略者」	フォロワー	LG	5	4	4	信仰		"
自分のターンごとに1回、自分のアミュレットが場を離れたとき、相手のリーダーすべてに1ダメージ。

ファンファーレ場のアミュレット1つを墓場に置く：相手の場のフォロワー1体を選ぶ。それに4ダメージ。自分のPPを4回復する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-088
BP12-089	百機王・グライアス	ビショップ		ブースターパック第12弾「黒鉄の侵略者」	フォロワー	GR	6	3	4	機械・信仰・超克		"
進化コスト1：これは進化する。

ファンファーレ自分の墓場の元のコスト2以下の機械・フォロワー1枚を選ぶ。それを場に出す。

起動EXエリアの『リペアモード』2枚を消滅：これは【疾走】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-089
BP12-090	百機王・グライアス	ビショップ		ブースターパック第12弾「黒鉄の侵略者」	フォロワー・エボルヴ	GR		4	5	機械・信仰・超克		"
【進化時】下記から1つチョイスする。【1】相手の場のフォロワー1体を選ぶ。それに5ダメージ。【2】自分の場の他の機械・フォロワーすべては攻撃力+1/体力+1する。

起動EXエリアの『リペアモード』2枚を消滅：これは【疾走】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-090
BP12-091	機械鞭の僧侶	ビショップ		ブースターパック第12弾「黒鉄の侵略者」	フォロワー	GR	2	2	2	機械・信仰・狂信		"
ファンファーレ『リペアモード』1枚をEXエリアに置く。これが能力によって場に出ていたなら、自分の場の機械・フォロワーすべては攻撃力+1/体力+1する。

―――――――――――――――

『リペアモード』ニュートラル機械・スペルコスト1クイック自分のリーダーは体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-091
BP12-092	包み込む願い	ビショップ		ブースターパック第12弾「黒鉄の侵略者」	スペル	GR	3			自然・信仰・光輝・獣		"
下記から1つチョイスする。【1】自分のリーダーは体力+2する。2枚引く。【2】自分のデッキから「カード名に『ムニャール』を含むカード」をカード名が異なるように2枚まで探し、場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-092
BP12-093	光の信仰者	ビショップ		ブースターパック第12弾「黒鉄の侵略者」	フォロワー	SR	4	1	4	信仰		"
進化コスト1：これは進化する。

【守護】

自分のエンドフェイズが来たとき、これは攻撃力+Xする。Xは「自分の場の【守護】を持つフォロワーの数」である。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-093
BP12-094	光の信仰者	ビショップ		ブースターパック第12弾「黒鉄の侵略者」	フォロワー・エボルヴ	SR		2	5	信仰		"
【守護】

自分のエンドフェイズが来たとき、これは攻撃力+Xする。Xは「自分の場の【守護】を持つフォロワーの数」である。

【進化時】自分のデッキから元のコスト3以下の【守護】を持つフォロワー1枚を探し、場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-094
BP12-095	ルナールプリースト	ビショップ		ブースターパック第12弾「黒鉄の侵略者」	フォロワー	SR	3	2	4	信仰・獣		"
これはEXエリアからプレイできない。

【守護】

ファンファーレ自分のリーダーは体力+2する。

ラストワードこれをEXエリアに置く。

起動コスト1EXエリアのこれを消滅：自分のリーダーは体力+1する。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-095
BP12-096	リモニウムの救済	ビショップ		ブースターパック第12弾「黒鉄の侵略者」	スペル	SR	2			機械・信仰・狂信・偶像		"
これをプレイする際、手札の『ヘヴンリーイージス』1枚を捨てる：コストを-2する。

自分の墓場の元のコスト3以下の機械・フォロワー1枚を選ぶ。それを場に出す。それが『欠落の聖女・リモニウム』なら、『リペアモード』1枚をEXエリアに置く。

―――――――――――――――

『リペアモード』ニュートラル機械・スペルコスト1クイック自分のリーダーは体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-096
BP12-097	サンライトシスター	ビショップ		ブースターパック第12弾「黒鉄の侵略者」	フォロワー	BR	4	4	4	信仰		"
進化コスト1：これは進化する。

【守護】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-097
BP12-098	サンライトシスター	ビショップ		ブースターパック第12弾「黒鉄の侵略者」	フォロワー・エボルヴ	BR		5	5	信仰		"
【守護】

【進化時】相手の場のフォロワー1体を選ぶ。それにXダメージ。Xは「自分の場のアミュレットの数+1」である。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-098
BP12-099	機械腕の祈り手	ビショップ		ブースターパック第12弾「黒鉄の侵略者」	フォロワー	BR	2	2	2	機械・信仰		"
自分が『リペアモード』をプレイしたとき、自分の場のフォロワー1体を選ぶ。それは【必殺】を持つ。

ファンファーレ『リペアモード』1枚をEXエリアに置く。自分のEXエリアの『リペアモード』が3枚以上なら、1枚引く。

―――――――――――――――

『リペアモード』ニュートラル機械・スペルコスト1クイック自分のリーダーは体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-099
BP12-100	ブレッシングバード	ビショップ		ブースターパック第12弾「黒鉄の侵略者」	フォロワー	BR	3	4	1	鳥族		"
【突進】

ラストワードコスト1：『ホーリーファルコン』1体を場に出す。

―――――――――――――――

『ホーリーファルコン』ビショップ鳥族・フォロワーコスト3攻撃力2/体力2【疾走】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-100
BP12-101	巡礼の道	ビショップ		ブースターパック第12弾「黒鉄の侵略者」	アミュレット	BR	1			信仰		"
ラストワード『ホーリーファルコン』1体を場に出す。

起動コスト4これを墓場に置く：自分のリーダーは体力+2する。2枚引く。

―――――――――――――――

『ホーリーファルコン』ビショップ鳥族・フォロワーコスト3攻撃力2/体力2【疾走】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-101
BP12-102	誓いの炎	ビショップ		ブースターパック第12弾「黒鉄の侵略者」	アミュレット	BR	2			信仰・獣		"
ファンファーレ『ホーリータイガー』1枚をEXエリアに置く。

起動これをアクト：自分の場の『ホーリータイガー』1体を選ぶ。それは【疾走】を持つ。

―――――――――――――――

『ホーリータイガー』ビショップ獣・フォロワーコスト4攻撃力4/体力4【突進】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP12-102
BP13-088	絶望の聖女・ジャンヌ	ビショップ		ブースターパック第13弾「暗黒降誕」	フォロワー	LG	2	3	2	狂信・キラー		"
進化コスト5：これは進化する。

ファンファーレリーダーの体力-2：元のコスト2以下の相手の場のフォロワー1体を選ぶ。それを破壊する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-088
BP13-089	絶望の聖女・ジャンヌ	ビショップ		ブースターパック第13弾「暗黒降誕」	フォロワー・エボルヴ	LG		6	5	狂信・キラー		"
【進化時】相手のリーダーすべてと相手の場のフォロワーすべてに3ダメージ。自分のリーダーは体力+3する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-089
BP13-090	栄華の加護神・ヤテラントゥ	ビショップ		ブースターパック第13弾「暗黒降誕」	フォロワー	LG	6	5	5	信仰・獣		"
ファンファーレ墓場のアミュレット2枚を消滅：相手の場のフォロワー1体を選ぶ。それを消滅させる。それのリーダーに3ダメージ。自分のリーダーは体力+3する。

起動場のアミュレット1つを墓場に置く：自分の手札の元のコスト3以下のビショップフォロワーか元のコスト3以下のビショップアミュレット1枚を場に出してよい。この能力は1ターンに1回使える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-090
BP13-091	ルナールの聖騎士	ビショップ		ブースターパック第13弾「暗黒降誕」	フォロワー	GR	2	1	1	信仰・獣		"
進化コスト1：これは進化する。

【守護】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-091
BP13-092	ルナールの聖騎士	ビショップ		ブースターパック第13弾「暗黒降誕」	フォロワー・エボルヴ	GR		2	2	信仰・獣		"
【守護】

【進化時】自分のデッキの上4枚を見る。その中から、元のコスト2以下のフォロワー1枚を場に出してよい。残りを好きな順にデッキの下に置く。それが【守護】を持つフォロワーなら、自分のリーダーは体力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-092
BP13-093	アブソリュート・トレランス	ビショップ		ブースターパック第13弾「暗黒降誕」	フォロワー	GR	15	10	10	信仰・偶像・超克		"
これをプレイする際、自分の場にカードがないなら、コストを-5する。自分の手札の他のカードが2枚以下なら、コストを-5する。自分の墓場が15枚以上なら、コストを-5する。

ファンファーレ相手の場のフォロワー1体を選ぶ。それを破壊する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-093
BP13-094	ネズミ神殿	ビショップ		ブースターパック第13弾「暗黒降誕」	アミュレット	GR	3			信仰・獣		"
自分のターン中、自分の場に元のコスト2以下のフォロワーが出たとき、相手のリーダー1人か相手の場のフォロワー1体を選ぶ。それに1ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-094
BP13-095	ダーティジャスティス・パイン	ビショップ		ブースターパック第13弾「暗黒降誕」	フォロワー	SR	1	1	3	狂信・キラー		"
進化コスト2：これは進化する。

【守護】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-095
BP13-096	ダーティジャスティス・パイン	ビショップ		ブースターパック第13弾「暗黒降誕」	フォロワー・エボルヴ	SR		2	4	狂信・キラー		"
【守護】

【進化時】相手の場のフォロワー2体まで選ぶ。それは次のそれのプレイヤーのスタートフェイズにスタンドしない。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-096
BP13-097	覆われし代行者	ビショップ		ブースターパック第13弾「暗黒降誕」	フォロワー	SR	3	2	2	信仰		"
【守護】

ファンファーレ自分のデッキの上5枚を見る。その中から、元のコスト2以下のアミュレット1枚を場に出してよい。残りを好きな順にデッキの下に置く。

起動これをアクト：自分の場のアミュレット1つを選ぶ。それを破壊する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-097
BP13-098	神愛の一撃	ビショップ		ブースターパック第13弾「暗黒降誕」	スペル	SR	2			信仰		"
これをプレイする際、追加コストとして場のアミュレット1つを墓場に置いてよい。

相手の場のフォロワー1体を選ぶ。それに3ダメージ。これの追加コストを払っていたなら、代わりに5ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-098
BP13-099	ステッキアルミラージ	ビショップ		ブースターパック第13弾「暗黒降誕」	フォロワー	BR	2	2	2	信仰・獣		"
進化コスト1：これは進化する。

【守護】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-099
BP13-100	ステッキアルミラージ	ビショップ		ブースターパック第13弾「暗黒降誕」	フォロワー・エボルヴ	BR		3	3	信仰・獣		"
【守護】

【進化時】自分のデッキの上4枚を見る。その中から、獣・カード1枚を公開して手札に加えてよい。残りを好きな順にデッキの下に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-100
BP13-101	極彩色の翼人	ビショップ		ブースターパック第13弾「暗黒降誕」	フォロワー	BR	2	2	3	信仰・鳥族		"
ファンファーレ手札1枚を捨てる：自分のデッキの上4枚を見る。その中から、スペルかアミュレット1枚を公開して手札に加えてよい。残りを好きな順にデッキの下に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-101
BP13-102	ターコイズシスター	ビショップ		ブースターパック第13弾「暗黒降誕」	フォロワー	BR	7	4	7	信仰		"
【守護】

ファンファーレ自分のデッキから攻撃力2以下の信仰・フォロワー1枚を探し、場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-102
BP13-103	聖地の守護獣	ビショップ		ブースターパック第13弾「暗黒降誕」	フォロワー	BR	2	0	5	信仰・獣		"
【守護】

ファンファーレこれが手札以外から場に出ていたなら、これは攻撃力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-103
BP13-104	封じられた法典	ビショップ		ブースターパック第13弾「暗黒降誕」	アミュレット	BR	1			狂信		"
ラストワード自分のリーダーは体力+1する。1枚引く。

起動コスト5これをアクト墓場に置く：相手の場のフォロワー1体を選ぶ。それを破壊する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-104
BP14-088	千箔百面ノ邪神	ビショップ		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	LG	4	3	3	宴楽・狂信・偶像		"
進化コスト1：これは進化する。

ファンファーレ『招来の狐』1体を場に出す。

起動コスト2墓場のこれを消滅：『招来の狐』1体を場に出す。自分の場の『招来の狐』すべては攻撃力+2/体力+1する。

―――――――――――――――

『招来の狐』ビショップ宴楽・狂信・獣・フォロワーコスト1攻撃力0/体力1【守護】ファンファーレ自分のリーダーは体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-088
BP14-089	千箔百面ノ邪神	ビショップ		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー・エボルヴ	LG		4	4	宴楽・狂信・偶像		"
【進化時】相手の場のフォロワー1体を選ぶ。それに「自分の場の狂信・フォロワーの数」の2倍のダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-089
BP14-090	永久の盾・シオン	ビショップ		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	LG	6	3	7	信仰・超克		"
【守護】

これは能力によって破壊されない。

これが場にいる限り、これと自分のリーダーが受けるダメージを-1する。

ファンファーレ『水銀の断絶』1枚をEXエリアに置く。

―――――――――――――――

『水銀の断絶』ビショップ信仰・超克・スペルコスト1クイックこのターン、自分のリーダーが受けるダメージを-1する。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-090
