cardno	name	class	title	expansion	kind	rarity	cost	power	hp	type	keywords	ability	illustrator	image_url	url
BP13-020	雷滅卿・アルベール	ロイヤル		ブースターパック第13弾「暗黒降誕」	フォロワー・エボルヴ	LG		4	6	指揮官・レヴィオン・キラー		"
【疾走】

【攻撃時】相手の場のフォロワー1体まで選ぶ。それを破壊する。これは攻撃力+X/体力+Xする。Xは「このターン、場から墓場に置かれたフォロワーの数」である。

起動コスト2：これをスタンドする。この能力は自分の墓場のレヴィオン・カードが10枚以上なら使える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-020
BP13-021	マグナゼロ	ロイヤル		ブースターパック第13弾「暗黒降誕」	フォロワー	LG	7	5	5	機械・超克・マグナ・キラー		"
ファンファーレ自分のデッキの上10枚を消滅させる。相手のリーダーすべてと相手の場のフォロワーすべてに5ダメージ。自分の消滅領域が20枚以上なら、代わりに10ダメージ。自分の消滅領域が30枚以上なら、代わりに20ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-021
BP13-022	曙の乙女・セラ	ロイヤル		ブースターパック第13弾「暗黒降誕」	フォロワー	GR	4	4	3	指揮官		"
進化コスト1：これは進化する。

これが場にいる限り、自分の場のトークン・フォロワーすべては能力ダメージを受けない。

自分のターン中、自分の場に兵士・フォロワーが出たとき、自分のリーダーは体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-022
BP13-023	曙の乙女・セラ	ロイヤル		ブースターパック第13弾「暗黒降誕」	フォロワー・エボルヴ	GR		5	4	指揮官		"
これが場にいる限り、自分の場のトークン・フォロワーすべては能力ダメージを受けない。

自分のターン中、自分の場に兵士・フォロワーが出たとき、自分のリーダーは体力+1する。

【進化時】『シールドガーディアン』3体を場に出す。

―――――――――――――――

『シールドガーディアン』ロイヤル兵士・フォロワーコスト1攻撃力1/体力1【守護】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-023
BP13-024	生還の突撃兵	ロイヤル		ブースターパック第13弾「暗黒降誕」	フォロワー	GR	1	3	1	兵士		"
【指定攻撃】

これは相手のリーダーを攻撃できない。

自分のエンドフェイズが来たとき、自分の場に元のコスト3以上の指揮官・カードがあるなら、コスト1：自分の墓場のこれを場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-024
BP13-025	レヴィオンの正義	ロイヤル		ブースターパック第13弾「暗黒降誕」	スペル	GR	3			指揮官・レヴィオン		"
これをプレイする際、コストを+2してよい。

相手の場のフォロワー1体を選ぶ。それに3ダメージ。自分のデッキから『レヴィオンデューク・ユリウス』1枚を探し、場に出す。コストを+2したなら、自分のデッキから『レヴィオンセイバー・アルベール』1枚を探し、場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-025
BP13-026	レヴィオンの見習い・ルネス	ロイヤル		ブースターパック第13弾「暗黒降誕」	フォロワー	SR	1	1	1	兵士・レヴィオン		"
進化コスト3：これは進化する。

ファンファーレ手札のレヴィオン・カード1枚を捨てる：自分のデッキから「カード名に『アルベール』を含むロイヤルフォロワー」1枚を探し、手札に加える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-026
BP13-027	レヴィオンの見習い・ルネス	ロイヤル		ブースターパック第13弾「暗黒降誕」	フォロワー・エボルヴ	SR		2	2	兵士・レヴィオン		"
自分のターン中、自分の場に「カード名に『アルベール』を含むロイヤルフォロワー」が出たとき、コスト1：相手の場のフォロワー1体を選ぶ。それに3ダメージ。

【進化時】自分の手札の元のコストX以下の「カード名に『アルベール』を含むロイヤルフォロワー」1枚を場に出してよい。Xは「自分のPP最大値」である。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-027
BP13-028	暴威の武人・ジェノ	ロイヤル		ブースターパック第13弾「暗黒降誕」	フォロワー	SR	4	4	3	兵士・レヴィオン・獣・キラー		"
これをプレイする際、元のコスト3以下の場のレヴィオン・フォロワー1体を墓場に置く：コストを-3する。

ファンファーレ相手の場のフォロワー1体を選ぶ。それに4ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-028
BP13-029	キャットアドミラル	ロイヤル		ブースターパック第13弾「暗黒降誕」	フォロワー	SR	1	2	2	指揮官・獣		"
自分のターン中、自分の場にロイヤルトークン・フォロワーが出たとき、相手の場のフォロワー1体を選ぶ。それに1ダメージ。

ファンファーレコスト3：『スティールナイト』1体と『シールドガーディアン』1体を場に出す。

―――――――――――――――

『スティールナイト』ロイヤル兵士・フォロワーコスト2攻撃力2/体力2

『シールドガーディアン』ロイヤル兵士・フォロワーコスト1攻撃力1/体力1【守護】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-029
BP13-030	レヴィオンの副団長・マイム	ロイヤル		ブースターパック第13弾「暗黒降誕」	フォロワー	BR	2	2	2	指揮官・レヴィオン		"
進化コスト1：これは進化する。

ファンファーレ相手の場のフォロワー1体を選ぶ。自分の墓場のレヴィオン・カードが5枚以上なら、それに3ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-030
BP13-031	レヴィオンの副団長・マイム	ロイヤル		ブースターパック第13弾「暗黒降誕」	フォロワー・エボルヴ	BR		3	3	指揮官・レヴィオン		"
【進化時】自分のデッキの上4枚を見る。その中から、レヴィオン・カード1枚を公開して手札に加えてよい。残りを好きな順にデッキの下に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-031
BP13-032	レヴィオンの魔術師・ミイム	ロイヤル		ブースターパック第13弾「暗黒降誕」	フォロワー	BR	1	2	2	兵士・レヴィオン		"
【守護】

自分のエンドフェイズが来たとき、自分の墓場のレヴィオン・カードが5枚以上なら、自分のリーダーは体力+1する。

ファンファーレ手札のレヴィオン・カード1枚を捨てる：1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-032
BP13-033	レヴィオンの武闘家・メイム	ロイヤル		ブースターパック第13弾「暗黒降誕」	フォロワー	BR	2	3	2	兵士・レヴィオン		"
【突進】

自分の墓場にレヴィオン・カードが5枚以上ある限り、これは【指定攻撃】と「【攻撃時】これは攻撃力+2/体力+1する」を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-033
BP13-034	氷結の騎士	ロイヤル		ブースターパック第13弾「暗黒降誕」	フォロワー	BR	2	1	4	兵士・ヒーロー		"
ファンファーレ相手の場のフォロワー1体を選ぶ。それに1ダメージ。自分の場に他のヒーロー・フォロワーがいるなら、代わりに4ダメージ。

ラストワード自分のデッキの上1枚を見る。その中から、ヒーロー・カード1枚をEXエリアに置いてよい。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-034
BP13-035	レヴィオンシスターズ登場！	ロイヤル		ブースターパック第13弾「暗黒降誕」	スペル	BR	1			指揮官・兵士・レヴィオン		"
これをプレイする際、コストを+4してよい。

自分のデッキから『レヴィオンの副団長・マイム』か『レヴィオンの魔術師・ミイム』か『レヴィオンの武闘家・メイム』1枚を探し、手札に加える。コストを+4したなら、代わりにそれぞれ1枚を探し、場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP13-035
BP14-018	華の大将・タケツミ	ロイヤル		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	LG	2	2	3	宴楽・指揮官		"
アドバンス起動コスト4これを消滅：自分のエボルヴデッキの『楽園の開闢・タケツミ』1枚を場に出してよい。この能力は自分の墓場の宴楽・カードが5枚以上か自分の墓場のロイヤルカードが10枚以上なら使える。

ファンファーレ1枚引く。自分の手札1枚を捨てる。『輝く金貨』1枚をEXエリアに置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-018
BP14-019	楽園の開闢・タケツミ	ロイヤル		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー・アドバンス	LG	4	5	6	宴楽・指揮官		"
ファンファーレ『旅籠煤』2体を場に出す。

起動これをアクト：相手の場のフォロワー1体を選ぶ。それに5ダメージ。それのリーダーに3ダメージ。

―――――――――――――――

『旅籠煤』ロイヤル宴楽・フォロワーコスト2攻撃力2/体力2【守護】ラストワード相手の場のフォロワー1体を選ぶ。それに2ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-019
BP14-020	ブレイズフレア・マーズ	ロイヤル		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	LG	3	2	3	指揮官・星神		"
進化コスト1：これは進化する。

【必殺】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-020
BP14-021	ブレイズフレア・マーズ	ロイヤル		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー・エボルヴ	LG		3	4	指揮官・星神		"
【必殺】

【進化時】相手の場のフォロワー1体を選ぶ。それに2ダメージ。

ラストワード『炎将の二槍』1つを場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-021
BP14-022	天下の大泥棒・ジエモン	ロイヤル		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	GR	4	3	4	宴楽・指揮官・盗賊		"
進化コスト1：これは進化する。

これが場にいる限り、自分の場の他の宴楽・フォロワーすべては【疾走】を持つ。

ファンファーレ『輝く金貨』1枚をEXエリアに置く。

―――――――――――――――

『輝く金貨』ロイヤル宴楽・盗賊・財宝・スペルコスト0起動コスト1EXエリアのこれと『輝く金貨』2枚を消滅：自分のリーダーは体力+1する。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-022
BP14-023	天下の大泥棒・ジエモン	ロイヤル		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー・エボルヴ	GR		4	5	宴楽・指揮官・盗賊		"
これが場にいる限り、自分の場の他の宴楽・フォロワーすべては【疾走】を持つ。

【進化時】EXエリアの『輝く金貨』2枚を消滅：自分のデッキの上5枚を見る。その中から、元のコスト3以下の宴楽・カード1枚をEXエリアに置いてよい。残りを好きな順にデッキの下に置く。このターン、それをプレイする際、コストを-3する。

起動コスト1：これの【進化時】能力1つをプレイする。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-023
BP14-024	辺境の騎士見習い	ロイヤル		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	GR	1	1	1	兵士		"
ファンファーレ自分の墓場のロイヤルフォロワーが5枚以上なら、これは攻撃力+1して、【突進】を持つ。

ラストワード1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-024
BP14-025	伊達の大見得	ロイヤル		ブースターパック第14弾「夢幻の饗󠄀宴」	スペル	GR	3			宴楽・指揮官		"
相手の場のフォロワー1体を選ぶ。それに5ダメージ。『輝く金貨』1枚をEXエリアに置く。自分の墓場の宴楽・カードが5枚以上か自分の墓場のロイヤルカードが10枚以上なら、自分のデッキから『華の大将・タケツミ』1枚を探し、場に出す。

―――――――――――――――

『輝く金貨』ロイヤル宴楽・盗賊・財宝・スペルコスト0起動コスト1EXエリアのこれと『輝く金貨』2枚を消滅：自分のリーダーは体力+1する。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-025
BP14-026	達人の芸者	ロイヤル		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	SR	3	3	3	宴楽・盗賊		"
進化コスト1：これは進化する。

ファンファーレ『輝く金貨』1枚をEXエリアに置く。自分の場に『天下の大泥棒・ジエモン』がいるなら、自分のリーダーは体力+3する。

―――――――――――――――

『輝く金貨』ロイヤル宴楽・盗賊・財宝・スペルコスト0起動コスト1EXエリアのこれと『輝く金貨』2枚を消滅：自分のリーダーは体力+1する。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-026
BP14-027	達人の芸者	ロイヤル		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー・エボルヴ	SR		4	4	宴楽・盗賊		"
自分のEXエリアに『輝く金貨』が置かれたとき、相手の場のフォロワー1体を選ぶ。それに3ダメージ。それのリーダーに1ダメージ。

【進化時】『輝く金貨』1枚をEXエリアに置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-027
BP14-028	戦乱の勇士	ロイヤル		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	SR	5	4	4	兵士		"
ファンファーレ相手の場のフォロワー1体を選ぶ。それに4ダメージ。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-028
BP14-029	ノーブルガーディアン	ロイヤル		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	SR	7	6	5	指揮官・貴族		"
【守護】

ファンファーレ自分のデッキの上5枚を見る。その中から、元のコスト6以下のフォロワー1枚を場に出してよい。残りを好きな順にデッキの下に置く。

起動コスト1手札のこれを捨てる：『スティールナイト』1体を場に出す。

―――――――――――――――

『スティールナイト』ロイヤル兵士・フォロワーコスト2攻撃力2/体力2
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-029
BP14-030	帳場ガエル	ロイヤル		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	BR	2	2	2	宴楽・盗賊・獣		"
進化コスト1：これは進化する。

ファンファーレ『輝く金貨』1枚をEXエリアに置く。自分の場に『天下の大泥棒・ジエモン』がいるなら、これは進化する。

―――――――――――――――

『輝く金貨』ロイヤル宴楽・盗賊・財宝・スペルコスト0起動コスト1EXエリアのこれと『輝く金貨』2枚を消滅：自分のリーダーは体力+1する。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-030
BP14-031	帳場ガエル	ロイヤル		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー・エボルヴ	BR		3	3	宴楽・盗賊・獣		"
【進化時】相手の場のフォロワー1体を選ぶ。それに2ダメージ。自分のEXエリアの宴楽・カードが3枚以上なら、1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-031
BP14-032	バイオレンスソルジャー	ロイヤル		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	BR	6	6	5	兵士		"
【疾走】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-032
BP14-033	拙速の斧使い	ロイヤル		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	BR	5	7	6	兵士		"
ファンファーレ相手の場のフォロワー1体を選ぶ。それをアクトする。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-033
BP14-034	盗賊の乱飛	ロイヤル		ブースターパック第14弾「夢幻の饗󠄀宴」	スペル	BR	1			宴楽・指揮官・盗賊		"
下記から1つチョイスする。【1】相手の場のフォロワー1体を選ぶ。それに2ダメージ。『輝く金貨』1枚をEXエリアに置く。【2】相手の場のフォロワー1体を選ぶ。自分のEXエリアの宴楽・カードが3枚以上なら、それに4ダメージ。

―――――――――――――――

『輝く金貨』ロイヤル宴楽・盗賊・財宝・スペルコスト0起動コスト1EXエリアのこれと『輝く金貨』2枚を消滅：自分のリーダーは体力+1する。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-034
BP14-035	値引き交渉	ロイヤル		ブースターパック第14弾「夢幻の饗󠄀宴」	スペル	BR	1			商人		"
これをプレイする際、自分のEXエリアの『輝く金貨』が3枚以上なら、コストを-1する。

1枚引く。『輝く金貨』1枚をEXエリアに置く。

―――――――――――――――

『輝く金貨』ロイヤル宴楽・盗賊・財宝・スペルコスト0起動コスト1EXエリアのこれと『輝く金貨』2枚を消滅：自分のリーダーは体力+1する。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-035
BP14-P29	旅籠煤	ロイヤル		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー・トークン	プレミアム	2	2	2	宴楽		"
【守護】

ラストワード相手の場のフォロワー1体を選ぶ。それに2ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-P29
BP14-P30	炎将の二槍	ロイヤル		ブースターパック第14弾「夢幻の饗󠄀宴」	アミュレット・トークン	プレミアム	3			指揮官・星神		"
自分の場のフォロワーが進化したとき、相手の場のフォロワー1体を選ぶ。それに2ダメージ。

起動コスト1これをアクト墓場に置く：自分の場の指揮官・フォロワー1体を選ぶ。それは「【攻撃時】相手のリーダーすべてに2ダメージ」を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-P30
BP14-T02	輝く金貨	ロイヤル		ブースターパック第14弾「夢幻の饗󠄀宴」	スペル・トークン	-	0			宴楽・盗賊・財宝		"
起動コスト1EXエリアのこれと『輝く金貨』2枚を消滅：自分のリーダーは体力+1する。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-T02
BP15-020	空絶の簒奪・オクトリス	ロイヤル		ブースターパック「絶傑の試練」	フォロワー	LG	3	3	3	絶傑・盗賊		"
ファンファーレ『空絶の残光』1枚をEXエリアに置く。

起動コスト0：このターン、次に自分が財宝・カードをプレイする際、コストを-2する。この能力は1ターンに2回使える。

起動墓場の『簒奪の絶傑・オクトリス』1枚を消滅：『黄金の小剣』1枚か『黄金の杯』1枚か『黄金の靴』1枚をEXエリアに置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-020
BP15-021	ロストサムライ・カゲミツ	ロイヤル		ブースターパック「絶傑の試練」	フォロワー	LG	2	2	2	挑戦者・兵士		"
これはEXエリアからプレイできない。

進化コスト2：これは進化する。

【突進】

自分の場のフォロワーが進化したとき、自分のEXエリアのこれに戦意カウンター1個を置く。これの戦意カウンターが2個以上なら、これを場に出してよい。そうしたなら、場のこれは進化する。

ラストワードこれをEXエリアに置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-021
BP15-022	ロストサムライ・カゲミツ	ロイヤル		ブースターパック「絶傑の試練」	フォロワー・エボルヴ	LG		3	3	挑戦者・兵士		"
起動これの戦意カウンター1個を取る：相手の場のフォロワー1体を選ぶ。それに1ダメージ。

起動これの戦意カウンター5個を取る：相手のリーダーすべてと相手の場のフォロワーすべてに5ダメージ。これは【疾走】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-022
BP15-023	アストロウィング・ララミア	ロイヤル		ブースターパック「絶傑の試練」	フォロワー	LG	2	2	2	兵士・超克		"
【疾走】

【攻撃時】自分の場のフォロワーが5体なら、相手の場のフォロワーすべてに2ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-023
BP15-024	アルセーヌ・ルパン	ロイヤル		ブースターパック「絶傑の試練」	フォロワー	GR	2	2	1	兵士・盗賊		"
進化コスト1：これは進化する。

ファンファーレ相手プレイヤーすべては、自身のデッキの上1枚を墓場に置く。墓場に置いたカードの中にフォロワーがあるなら、自分は『黄金の小剣』1枚をEXエリアに置く。墓場に置いたカードの中にスペルやアミュレットがあるなら、自分は『黄金の杯』1枚をEXエリアに置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-024
BP15-025	アルセーヌ・ルパン	ロイヤル		ブースターパック「絶傑の試練」	フォロワー・エボルヴ	GR		3	2	兵士・盗賊		"
【進化時】自分のデッキの上4枚を見る。その中から、盗賊・カード1枚を公開して手札に加えてよい。残りを好きな順にデッキの下に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-025
BP15-026	極意たる空絶	ロイヤル		ブースターパック「絶傑の試練」	スペル	GR	1			絶傑・盗賊・財宝		"
クイック

相手の場のフォロワー1体を選ぶ。それに2ダメージ。『黄金の杯』1枚をEXエリアに置く。

―――――――――――――――

『黄金の杯』ロイヤル財宝・スペルコスト2自分のリーダーは体力+1する。相手の墓場が10枚以上なら、代わりに体力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-026
BP15-027	音速の突破	ロイヤル		ブースターパック「絶傑の試練」	スペル	GR	1			兵士・超克		"
下記から1つチョイスする。【1】自分のデッキから「カード名に『ララミア』を含むフォロワー」1枚を探し、手札に加える。【2】コスト4：自分のデッキから「カード名に『ララミア』を含むフォロワー」をカード名が異なるように2枚まで探し、場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-027
BP15-028	空絶の崇拝者	ロイヤル		ブースターパック「絶傑の試練」	フォロワー	SR	2	2	2	絶傑・盗賊		"
進化コスト1：これは進化する。

ファンファーレ相手の墓場が10枚以上なら、これは進化する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-028
BP15-029	空絶の崇拝者	ロイヤル		ブースターパック「絶傑の試練」	フォロワー・エボルヴ	SR		3	3	絶傑・盗賊		"
ターンごとに1回、自分が財宝・カードをプレイしたとき、『黄金の靴』1枚をEXエリアに置く。

【進化時】『黄金の小剣』1枚をEXエリアに置く。

―――――――――――――――

『黄金の小剣』ロイヤル財宝・スペルコスト2相手の場のフォロワー1体を選ぶ。それに2ダメージ。相手の墓場が10枚以上なら、それのリーダーに2ダメージ。

『黄金の靴』ロイヤル財宝・スペルコスト2自分の場の盗賊・フォロワー1体を選ぶ。それは【突進】を持つ。相手の墓場が10枚以上なら、代わりに【疾走】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-029
BP15-030	ソードジェネラル	ロイヤル		ブースターパック「絶傑の試練」	フォロワー	SR	5	4	4	指揮官		"
【守護】

ファンファーレ1枚引く。自分の手札の元のコスト2以下の兵士・フォロワー2枚まで場に出してよい。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-030
BP15-031	戦技斬刀	ロイヤル		ブースターパック「絶傑の試練」	スペル	SR	1			挑戦者・兵士		"
下記から2つまでチョイスする。【1】相手の場のフォロワー1体を選ぶ。それに2ダメージ。【2】自分の場か自分のEXエリアの『ロストサムライ・カゲミツ』1枚を選ぶ。それに戦意カウンター1個を置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-031
BP15-032	ペンギンガーディアン	ロイヤル		ブースターパック「絶傑の試練」	フォロワー	BR	1	1	3	兵士・獣		"
進化コスト3：これは進化する。

【守護】

ファンファーレコスト3：これは攻撃力+2/体力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-032
BP15-033	ペンギンガーディアン	ロイヤル		ブースターパック「絶傑の試練」	フォロワー・エボルヴ	BR		3	5	兵士・獣		"
【守護】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-033
BP15-034	簒奪の隠者	ロイヤル		ブースターパック「絶傑の試練」	フォロワー	BR	3	3	3	絶傑・盗賊		"
ターンごとに1回、自分が財宝・カードをプレイしたとき、これは攻撃力+1/体力+1する。

ファンファーレ『黄金の杯』1枚と『黄金の靴』1枚をEXエリアに置く。相手プレイヤーすべては、自身のデッキの上1枚を墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-034
BP15-035	アサルトバンデッド	ロイヤル		ブースターパック「絶傑の試練」	フォロワー	BR	2	3	1	兵士・盗賊		"
【突進】

相手の墓場が10枚以上ある限り、これは【指定攻撃】を持つ。

ファンファーレ『黄金の小剣』1枚をEXエリアに置く。相手プレイヤーすべては、自身のデッキの上1枚を墓場に置く。

―――――――――――――――

『黄金の小剣』ロイヤル財宝・スペルコスト2相手の場のフォロワー1体を選ぶ。それに2ダメージ。相手の墓場が10枚以上なら、それのリーダーに2ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-035
BP15-036	ムササビの伝令兵	ロイヤル		ブースターパック「絶傑の試練」	フォロワー	BR	2	2	3	兵士・獣		"
ファンファーレ自分の場に指揮官・カードがあるなら、1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-036
BP15-037	荒波のパイレーツ	ロイヤル		ブースターパック「絶傑の試練」	フォロワー	BR	3	3	3	兵士・盗賊		"
【突進】

ファンファーレ相手の場のフォロワー2体まで選ぶ。それをアクトする。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-037
BP15-P29	黄金の小剣	ロイヤル		ブースターパック「絶傑の試練」	スペル・トークン	プレミアム	2			財宝		"
相手の場のフォロワー1体を選ぶ。それに2ダメージ。相手の墓場が10枚以上なら、それのリーダーに2ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-P29
BP15-P30	黄金の杯	ロイヤル		ブースターパック「絶傑の試練」	スペル・トークン	プレミアム	2			財宝		"
自分のリーダーは体力+1する。相手の墓場が10枚以上なら、代わりに体力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-P30
BP15-P31	黄金の靴	ロイヤル		ブースターパック「絶傑の試練」	スペル・トークン	プレミアム	2			財宝		"
自分の場の盗賊・フォロワー1体を選ぶ。それは【突進】を持つ。相手の墓場が10枚以上なら、代わりに【疾走】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-P31
BP15-PR02	戦の轍・オルオーン	ロイヤル		ブースターパック「絶傑の試練」	リーダー	-				-					https://shadowverse-evolve.com/cardlist/?cardno=BP15-PR02
BP15-PR10	空絶の残光	ロイヤル		ブースターパック「絶傑の試練」	スペル・トークン	プレミアム	2			絶傑・盗賊・財宝		"
下記から1つチョイスする。相手の墓場が10枚以上なら、代わりに2つまで。

【1】相手の場のフォロワー1体を選ぶ。それに3ダメージ。相手の墓場が10枚以上なら、代わりに8ダメージ。【2】自分のデッキの上3枚を見る。その中から、盗賊・カード1枚を公開して手札に加えてよい。残りを好きな順にデッキの下に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-PR10
BP16-019	白銀の騎士団長・エミリア	ロイヤル		ブースターパック「新たなる創世」	フォロワー	LG	2	2	2	指揮官		"
進化コスト1：これは進化する。

自分のエンドフェイズが来たとき、『スティールナイト』1枚か『シールドガーディアン』1枚か『ナイト』1枚をEXエリアに置いてよい。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP16-019
BP16-020	白銀の騎士団長・エミリア	ロイヤル		ブースターパック「新たなる創世」	フォロワー・エボルヴ	LG		3	3	指揮官		"
自分のエンドフェイズが来たとき、『スティールナイト』1枚か『シールドガーディアン』1枚か『ナイト』1枚をEXエリアに置いてよい。

【進化時】自分のデッキの上1枚をEXエリアに置く。

【超進化時】自分の場の兵士・フォロワー1体を選ぶ。それは攻撃力+4/体力+4する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP16-020
BP16-021	レヴィオンの迅雷・アルベール	ロイヤル		ブースターパック「新たなる創世」	フォロワー	LG	4	4	5	指揮官・レヴィオン		"
【疾走】

ファンファーレ自分の場の他のレヴィオン・フォロワー1体を選ぶ。それは攻撃力+1する。

起動コスト3：これをスタンドする。この能力は自分の墓場のロイヤルフォロワーが10枚以上なら、1ターンに1回使える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP16-021
BP16-022	艶やかなる太夫・ギンネ	ロイヤル		ブースターパック「新たなる創世」	フォロワー	LG	2	3	2	宴楽		"
ファンファーレ下記から2つまでチョイスする。自分の場に『天下の大泥棒・ジエモン』がいるなら、代わりに3つまで。

【1】相手の場のフォロワー1体を選ぶ。それをアクトする。それは次のそれのプレイヤーのスタートフェイズにスタンドしない。【2】1枚引く。自分の手札1枚をデッキの上か下に置く。【3】『輝く金貨』2枚をEXエリアに置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP16-022
BP16-023	王断の天宮・スタチウム	ロイヤル		ブースターパック「新たなる創世」	フォロワー	GR	3	3	3	指揮官・貴族		"
進化コスト1：これは進化する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP16-023
BP16-024	王断の天宮・スタチウム	ロイヤル		ブースターパック「新たなる創世」	フォロワー・エボルヴ	GR		4	4	指揮官・貴族		"
【進化時】『スティールナイト』1体と『シールドガーディアン』1体を場に出す。

【超進化時】自分の場の兵士・トークン・フォロワー2体まで選ぶ。それは攻撃力+1/体力+1して、【疾走】を持つ。

―――――――――――――――

『スティールナイト』ロイヤル兵士・フォロワーコスト2攻撃力2/体力2

『シールドガーディアン』ロイヤル兵士・フォロワーコスト1攻撃力1/体力1【守護】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP16-024
